"","TAXON_ID","lm_slope","ee_lm_slope","fame_lm_slope"
"1",10034,8.56566535149076e-05,0.000345647489898795,8.56566535149076e-05
"2",10258,0.000150048541242789,0.000719829778786867,0.000150048541242789
"3",10267,1.06953574732938e-05,0.00111877698477685,1.06953574732938e-05
"4",10268,8.34520559381407e-05,0.00111877698477685,8.34520559381407e-05
"5",10269,0.000386773939199111,0.000544989578293072,0.000386773939199111
"6",10273,0.000509432661390926,0.000403947454125871,0.000509432661390926
"7",10281,-0.000802495109177801,0.000845772384958004,-0.000802495109177801
"8",10282,0.000282904135192434,0.000315831157713385,0.000282904135192434
"9",10288,0.000359960815123199,0.000366550818228066,0.000359960815123199
"10",10306,0.000145306420833738,0.000272436678825316,0.000145306420833738
"11",10322,1.22605955236917e-05,0.000406279776305512,1.22605955236917e-05
"12",10338,0.000221705985132753,0.000497882392898359,0.000221705985132753
"13",10339,-0.00111414388363941,0.000632327530055448,-0.00111414388363941
"14",10361,2.29692002245214e-05,0.000266993895857372,2.29692002245214e-05
"15",10364,0.000319528691985583,0.000186992539972021,0.000319528691985583
"16",10380,7.19681550358655e-06,0.000527734235838983,7.19681550358655e-06
"17",10382,6.09849143765605e-05,0.00058445862954554,6.09849143765605e-05
"18",10392,0.000182949883556081,0.00026174465887521,0.000182949883556081
"19",10398,0.000178559607458613,0.000442131877130195,0.000178559607458613
"20",10401,0.000234954188445285,0.000508839840696773,0.000234954188445285
"21",10408,1.22774681083861e-05,0.000384820365131956,1.22774681083861e-05
"22",10424,0.000247851068405616,0.000541941787322747,0.000247851068405616
"23",10436,-1.25103567350271e-05,0.00102021976567702,-1.25103567350271e-05
"24",10453,-0.000369723469650498,0.000596457151364668,-0.000369723469650498
"25",10465,-0.000234109829581066,0.000308570551233845,-0.000234109829581066
"26",10470,0.000172616473547196,0.000384825715561848,0.000172616473547196
"27",10471,-0.00020328710885138,-0.0001134328358209,-0.00020328710885138
"28",10475,0.00028226242706951,0.000103455114878038,0.00028226242706951
"29",10484,-0.000217612932525883,0.000445100867234883,-0.000217612932525883
"30",10488,0.000574469513738039,0.000178428661820916,0.000574469513738039
"31",10529,0.000110380751166511,0.000162113489596919,0.000110380751166511
"32",10547,0.000685166824658694,0.000195656780224274,0.000685166824658694
"33",10549,-4.72341630523495e-05,0.000601123706591738,-4.72341630523495e-05
"34",10558,9.55439536517814e-05,0.000572880880820344,9.55439536517814e-05
"35",10560,0.000478976105337404,0.000779085634793604,0.000478976105337404
"36",10564,-5.47769073366036e-05,0.000578125829704357,-5.47769073366036e-05
"37",10565,8.24743458579529e-05,0.000407799414709504,8.24743458579529e-05
"38",10574,0.000153385303131483,0.000240775194210622,0.000153385303131483
"39",10578,-5.56439088445806e-05,0.000337998819582163,-5.56439088445806e-05
"40",10580,0.000343760023973648,0.000370368156102271,0.000343760023973648
"41",10583,1.12964562983328e-05,0.000347381778762061,1.12964562983328e-05
"42",10591,0.000161874630587427,0.000422806478827808,0.000161874630587427
"43",10613,2.81374950939825e-05,0.000372729091450468,2.81374950939825e-05
"44",10614,-0.000148265039801742,0.00032855840143776,-0.000148265039801742
"45",10617,-6.52607206919901e-05,0.000253220227682377,-6.52607206919901e-05
"46",10619,0.00033873512122902,0.000441275542487071,0.00033873512122902
"47",10625,0.000173612509709308,0.000455758923586566,0.000173612509709308
"48",10630,0.000284965200511968,0.000363176945695462,0.000284965200511968
"49",10631,0.00020439466767303,0.000284788029925178,0.00020439466767303
"50",10638,-9.26848514116598e-05,0.000315126363196482,-9.26848514116598e-05
"51",10645,8.00347060527807e-05,0.000455758923586566,8.00347060527807e-05
"52",10662,-0.000300898287990285,0.00024126570567185,-0.000300898287990285
"53",10693,-0.000195711493461123,0.000247697919380655,-0.000195711493461123
"54",10694,-5.77220911797021e-05,0.000394318441635771,-5.77220911797021e-05
"55",10697,3.68852413025886e-05,0.000356658958945928,3.68852413025886e-05
"56",10705,7.11851518991821e-06,0.000111137454870283,7.11851518991821e-06
"57",10976,0.000165180696568907,0.000434440019354607,0.000165180696568907
"58",11003,-0.000600157238730164,0.000137076669851074,-0.000600157238730164
"59",11017,-0.000203835470519596,0.000799363531469837,-0.000203835470519596
"60",11027,0.000658587733540963,0.000472720871949489,0.000658587733540963
"61",11028,0.000150112425810716,0.000231760617113938,0.000150112425810716
"62",11069,-0.00086032284113373,-0.000583270368853984,-0.00086032284113373
"63",11097,-0.000322239364695446,-0.000183396894884435,-0.000322239364695446
"64",11113,-9.13418158433079e-06,0.000449887142484937,-9.13418158433079e-06
"65",11115,-3.5944423099432e-05,0.000586854691629142,-3.5944423099432e-05
"66",11150,-0.000139862404364462,0.000233189281593457,-0.000139862404364462
"67",11165,-4.620902772356e-06,0.000142800640963616,-4.620902772356e-06
"68",11242,-7.81221296470571e-05,-3.89445444941053e-05,-7.81221296470571e-05
"69",11261,-0.000151989053801502,0.000205466743588784,-0.000151989053801502
"70",11265,-0.000259177213254242,0.000227520640891193,-0.000259177213254242
"71",11395,-0.000194422337640131,0.000135762358012691,-0.000194422337640131
"72",60555,0.00147851672946253,NA,0.00147851672946253
"73",10647,-0.0001205729988636,-6.18429312930791e-05,-0.0001205729988636
"74",10385,1.15404402487785e-05,0.000450828525700674,1.15404402487785e-05
"75",10476,7.18623316678045e-05,4.72187069639225e-05,7.18623316678045e-05
"76",10381,4.28900475159107e-05,0.00049803048349276,4.28900475159107e-05
"77",10502,4.96555142533083e-18,NA,4.96555142533083e-18
"78",10499,5.24096743870965e-18,-0.000109668924703167,5.24096743870965e-18
"79",10482,-0.000115906530835473,-0.000191339271229563,-0.000115906530835473
"80",10441,0.000150496508397437,7.7563553802067e-05,0.000150496508397437
"81",10640,0.000216635736934298,-9.83362489300099e-06,0.000216635736934298
"82",10532,-1.20077678083079e-05,-0.000307054192876023,-1.20077678083079e-05
"83",10593,-0.00047558023066293,-2.45134137791233e-19,-0.00047558023066293
"84",10536,-7.70920901268398e-07,-6.3623163209028e-05,-7.70920901268398e-07
"85",10445,0.000233872478298819,3.53405199687358e-05,0.000233872478298819
"86",10594,2.19965727516075e-06,-1.53236312204558e-05,2.19965727516075e-06
"87",10622,8.76846093720884e-05,-0.000114016265306892,8.76846093720884e-05
"88",6001,-0.000100385196929319,NA,-0.000100385196929319
"89",10437,-0.000165714747683034,2.05112219451377e-05,-0.000165714747683034
"90",10481,-0.000256761309692187,0.000275335603776631,-0.000256761309692187
"91",10403,0.000168679102806882,0.000330128968623221,0.000168679102806882
"92",10544,0.000330682028574459,5.26110097888558e-06,0.000330682028574459
"93",10513,9.35670247198238e-05,NA,9.35670247198238e-05
"94",10585,6.94805840826107e-05,0.000401425540626038,6.94805840826107e-05
"95",5134,NA,0,0
"96",10001,NA,0.00026424951303334,0.00026424951303334
"97",10007,NA,2.41690549745002e-05,2.41690549745002e-05
"98",10014,NA,0.000420863885063451,0.000420863885063451
"99",10030,NA,-0.000508585811590429,-0.000508585811590429
"100",10035,NA,0.000316267788240847,0.000316267788240847
"101",10044,NA,0.00075890745772385,0.00075890745772385
"102",10174,NA,0.00110440782372426,0.00110440782372426
"103",10176,NA,0.000381065991737079,0.000381065991737079
"104",10218,NA,-7.22168459448399e-05,-7.22168459448399e-05
"105",10221,NA,0.000420863885063451,0.000420863885063451
"106",10222,NA,0.000377638459820595,0.000377638459820595
"107",10224,NA,0.000256958350392672,0.000256958350392672
"108",10225,NA,0.000145533088919488,0.000145533088919488
"109",10226,NA,0.000564540142181849,0.000564540142181849
"110",10230,NA,0.000420863885063451,0.000420863885063451
"111",10235,NA,0.000256958350392672,0.000256958350392672
"112",10237,NA,0.000420863885063451,0.000420863885063451
"113",10242,NA,0.000678737687666849,0.000678737687666849
"114",10246,NA,0.000822487624223024,0.000822487624223024
"115",10248,NA,0.00123775188893438,0.00123775188893438
"116",10249,NA,0.000681531944392742,0.000681531944392742
"117",10250,NA,0.000779991253210261,0.000779991253210261
"118",10253,NA,0.00161151040309673,0.00161151040309673
"119",10254,NA,0.000160451483232207,0.000160451483232207
"120",10259,NA,0.000455547000037209,0.000455547000037209
"121",10260,NA,0.000525393891849026,0.000525393891849026
"122",10265,NA,0.000824232329623693,0.000824232329623693
"123",10270,NA,0.000433427624967422,0.000433427624967422
"124",10271,NA,0.000292252577511443,0.000292252577511443
"125",10272,NA,0.000292252577511443,0.000292252577511443
"126",10277,NA,0.000206446570141802,0.000206446570141802
"127",10291,NA,0.000189620166002892,0.000189620166002892
"128",10295,NA,0.000251931179513899,0.000251931179513899
"129",10302,NA,0.000302824406645079,0.000302824406645079
"130",10309,NA,0.000673563758514163,0.000673563758514163
"131",10311,NA,-0.000491826404138901,-0.000491826404138901
"132",10313,NA,0.00061352809673578,0.00061352809673578
"133",10317,NA,0.000780218064912361,0.000780218064912361
"134",10318,NA,0.000490142181858781,0.000490142181858781
"135",10319,NA,0.000111940298507452,0.000111940298507452
"136",10326,NA,0.00060455670525179,0.00060455670525179
"137",10329,NA,0.000327389083261983,0.000327389083261983
"138",10330,NA,0.000751549963045464,0.000751549963045464
"139",10331,NA,0.000486219153608515,0.000486219153608515
"140",10337,NA,0.000464792310269097,0.000464792310269097
"141",10341,NA,0.000539515948933647,0.000539515948933647
"142",10342,NA,0.000467482994938034,0.000467482994938034
"143",10344,NA,0.00057623159585045,0.00057623159585045
"144",10350,NA,0.000474339648391468,0.000474339648391468
"145",10357,NA,-0.000257519633751442,-0.000257519633751442
"146",10359,NA,0.000387371310529646,0.000387371310529646
"147",10360,NA,0.000420863885063451,0.000420863885063451
"148",10362,NA,0.000568114229351988,0.000568114229351988
"149",10365,NA,0.000344831442425138,0.000344831442425138
"150",10366,NA,0.000605463021550591,0.000605463021550591
"151",10369,NA,0.000547331143534209,0.000547331143534209
"152",10373,NA,0.000681066612076769,0.000681066612076769
"153",10377,NA,0.000331078646666916,0.000331078646666916
"154",10383,NA,0.000479092567089739,0.000479092567089739
"155",10384,NA,0.00085362278383643,0.00085362278383643
"156",10402,NA,2.05112219451377e-05,2.05112219451377e-05
"157",10405,NA,0.000330136877954363,0.000330136877954363
"158",10415,NA,0.000404721172814225,0.000404721172814225
"159",10416,NA,0.000624624539397785,0.000624624539397785
"160",10419,NA,0.0004859507016042,0.0004859507016042
"161",10421,NA,0.00030088956712695,0.00030088956712695
"162",10425,NA,0.000575951446011841,0.000575951446011841
"163",10429,NA,0.000711466669148033,0.000711466669148033
"164",10430,NA,0.000494879033758887,0.000494879033758887
"165",10443,NA,0.000662012878252129,0.000662012878252129
"166",10449,NA,-6.81691294152699e-05,-6.81691294152699e-05
"167",10454,NA,0.000768463635686897,0.000768463635686897
"168",10463,NA,0.000728118835374239,0.000728118835374239
"169",10466,NA,0.000627215310604078,0.000627215310604078
"170",10486,NA,0.000368085755759852,0.000368085755759852
"171",10494,NA,0.00115735428220493,0.00115735428220493
"172",10498,NA,0.000319289462909891,0.000319289462909891
"173",10504,NA,0.00127592306547065,0.00127592306547065
"174",10506,NA,0.000293627126214315,0.000293627126214315
"175",10509,NA,0.000538172758402491,0.000538172758402491
"176",10521,NA,0.000109877048671853,0.000109877048671853
"177",10526,NA,-0.000538216027096433,-0.000538216027096433
"178",10527,NA,-0.000538216027096433,-0.000538216027096433
"179",10543,NA,0.000131004578106961,0.000131004578106961
"180",10545,NA,5.58992237482467e-05,5.58992237482467e-05
"181",10546,NA,-8.1940670711299e-06,-8.1940670711299e-06
"182",10555,NA,0.000734875807992467,0.000734875807992467
"183",10566,NA,-0.000114016265306892,-0.000114016265306892
"184",10598,NA,0.000778657135147197,0.000778657135147197
"185",10603,NA,0.000464055811962629,0.000464055811962629
"186",10605,NA,0.000570417860820588,0.000570417860820588
"187",10608,NA,0.000341052530365632,0.000341052530365632
"188",10620,NA,2.05112219451377e-05,2.05112219451377e-05
"189",10623,NA,-0.000443315219414146,-0.000443315219414146
"190",10633,NA,-5.73491644024334e-05,-5.73491644024334e-05
"191",10634,NA,0.000528013920422828,0.000528013920422828
"192",10635,NA,0.000538112275281942,0.000538112275281942
"193",10637,NA,0.000232621493529864,0.000232621493529864
"194",10641,NA,0.000428786243346855,0.000428786243346855
"195",10646,NA,0.000455758923586566,0.000455758923586566
"196",10650,NA,-0.000120444225257756,-0.000120444225257756
"197",10652,NA,0.00060060055086165,0.00060060055086165
"198",10671,NA,0.000610370661831551,0.000610370661831551
"199",10675,NA,0.000401425540626038,0.000401425540626038
"200",10679,NA,0.000771081934467313,0.000771081934467313
"201",10700,NA,0.00048043851813253,0.00048043851813253
"202",10702,NA,0.000422576820209592,0.000422576820209592
"203",10779,NA,0.00039667947668142,0.00039667947668142
"204",10868,NA,0.000566113633825873,0.000566113633825873
"205",10930,NA,0.000490471931179531,0.000490471931179531
"206",10954,NA,6.32681356310637e-05,6.32681356310637e-05
"207",11001,NA,0.000191834911654758,0.000191834911654758
"208",11008,NA,0.000301885522512135,0.000301885522512135
"209",11033,NA,0.000304197878428823,0.000304197878428823
"210",11034,NA,-0.000601633207984933,-0.000601633207984933
"211",11050,NA,-0.000107427327204379,-0.000107427327204379
"212",11055,NA,-0.000851764246101165,-0.000851764246101165
"213",11061,NA,0.000111006066922244,0.000111006066922244
"214",11072,NA,0.000259117132541777,0.000259117132541777
"215",11092,NA,-0.000401707490283987,-0.000401707490283987
"216",11129,NA,0.000388172027287852,0.000388172027287852
"217",11133,NA,0.000915162653068823,0.000915162653068823
"218",11136,NA,0.000981884840138457,0.000981884840138457
"219",11137,NA,0.000611020334735308,0.000611020334735308
"220",11138,NA,0.000618121208173606,0.000618121208173606
"221",11141,NA,0.00197531358171735,0.00197531358171735
"222",11147,NA,0.000821340305951536,0.000821340305951536
"223",11151,NA,-0.000595868537611195,-0.000595868537611195
"224",11152,NA,-0.000200095842483341,-0.000200095842483341
"225",11162,NA,0.000675212917502714,0.000675212917502714
"226",11175,NA,0.000116029755047158,0.000116029755047158
"227",11179,NA,0.000302221746628447,0.000302221746628447
"228",11263,NA,0.000103129613776511,0.000103129613776511
"229",11275,NA,9.07256113447673e-05,9.07256113447673e-05
"230",11280,NA,0.00034274574757136,0.00034274574757136
"231",11324,NA,0.00189181896006253,0.00189181896006253
"232",11334,NA,0.00119977109465143,0.00119977109465143
"233",11335,NA,0.00119977109465143,0.00119977109465143
"234",11349,NA,0.00160850671827893,0.00160850671827893
"235",11351,NA,0.00129072840287342,0.00129072840287342
"236",11372,NA,0.00189181896006253,0.00189181896006253
"237",11378,NA,0.00129072840287342,0.00129072840287342
"238",11379,NA,0.00129072840287342,0.00129072840287342
"239",11381,NA,0.00129072840287342,0.00129072840287342
"240",11398,NA,-0.000147569974317945,-0.000147569974317945
"241",11415,NA,0.000163143580281699,0.000163143580281699
"242",11438,NA,-1.47113559385163e-05,-1.47113559385163e-05
"243",11455,NA,-3.63326757732578e-05,-3.63326757732578e-05
"244",11457,NA,-0.000708545799679904,-0.000708545799679904
"245",11458,NA,-0.000675572263371425,-0.000675572263371425
"246",11468,NA,-0.000439625749060187,-0.000439625749060187
"247",11480,NA,-0.000191763129489706,-0.000191763129489706
"248",11811,NA,0.00189181896006253,0.00189181896006253
"249",12017,NA,0,0
"250",12059,NA,0.000564040458555097,0.000564040458555097
"251",12076,NA,0.000395485167677813,0.000395485167677813
"252",12077,NA,0.00038625637399039,0.00038625637399039
"253",12092,NA,0.000461179141697992,0.000461179141697992
"254",12105,NA,7.14073026389233e-05,7.14073026389233e-05
"255",12126,NA,0.000326111493653915,0.000326111493653915
"256",12137,NA,7.14073026389233e-05,7.14073026389233e-05
"257",12138,NA,0.000214970502847355,0.000214970502847355
"258",12144,NA,0.000406078398531043,0.000406078398531043
"259",12150,NA,0.000515244537908949,0.000515244537908949
"260",12159,NA,0.000624045297204749,0.000624045297204749
"261",12160,NA,0.000350411595389634,0.000350411595389634
"262",12170,NA,0.000329791193657636,0.000329791193657636
"263",12174,NA,0.000339626989739588,0.000339626989739588
"264",12177,NA,0.000474246287266903,0.000474246287266903
"265",12182,NA,0.000217672609520965,0.000217672609520965
"266",12194,NA,0.000317194293777084,0.000317194293777084
"267",12204,NA,9.58052629619947e-05,9.58052629619947e-05
"268",12271,NA,0.000296318671604562,0.000296318671604562
"269",12283,NA,0.000330993411992411,0.000330993411992411
"270",12287,NA,-0.000852058287118026,-0.000852058287118026
"271",12318,NA,0.000406078398531043,0.000406078398531043
"272",12326,NA,0.000229275458741208,0.000229275458741208
"273",12375,NA,0.000284354722646127,0.000284354722646127
"274",12386,NA,0.000282257043957274,0.000282257043957274
"275",12407,NA,0.000415404186761247,0.000415404186761247
"276",12408,NA,7.6851049348909e-05,7.6851049348909e-05
"277",12429,NA,0.000437057542710379,0.000437057542710379
"278",12433,NA,-0.000852058287118026,-0.000852058287118026
"279",12441,NA,0.000130993943712156,0.000130993943712156
"280",12444,NA,0.000243327183108328,0.000243327183108328
"281",12446,NA,0.000142703874641743,0.000142703874641743
"282",12450,NA,0.000378059648320565,0.000378059648320565
"283",12451,NA,0.000565005396955378,0.000565005396955378
"284",12452,NA,0.000189247496929318,0.000189247496929318
"285",12458,NA,0.000393255666803136,0.000393255666803136
"286",12462,NA,0.000378059648320565,0.000378059648320565
"287",12464,NA,0.000262927755238761,0.000262927755238761
"288",12475,NA,0.000243298470242299,0.000243298470242299
"289",12519,NA,0.00025276617225593,0.00025276617225593
"290",12526,NA,0.000186640364263476,0.000186640364263476
"291",12541,NA,0.000397035629210552,0.000397035629210552
"292",12557,NA,7.14073026389233e-05,7.14073026389233e-05
"293",12578,NA,0.000323899207205863,0.000323899207205863
"294",12580,NA,0.000323899207205863,0.000323899207205863
"295",12583,NA,0.00051495049689209,0.00051495049689209
"296",12588,NA,0.000349889579533763,0.000349889579533763
"297",12599,NA,0.000569505806379571,0.000569505806379571
"298",12603,NA,0.000444777282539922,0.000444777282539922
"299",12650,NA,0.000295985250094387,0.000295985250094387
"300",12660,NA,0.00031030632374288,0.00031030632374288
"301",12665,NA,0.000236352113083795,0.000236352113083795
"302",12669,NA,0.000343960993039788,0.000343960993039788
"303",12681,NA,0.000236352113083795,0.000236352113083795
"304",12682,NA,0.000386591623287203,0.000386591623287203
"305",12683,NA,-5.8203372166597e-05,-5.8203372166597e-05
"306",12693,NA,0.000259987055578306,0.000259987055578306
"307",12699,NA,0.000294651637903579,0.000294651637903579
"308",12722,NA,0.000262440292304077,0.000262440292304077
"309",12724,NA,0.0002851633354425,0.0002851633354425
"310",12726,NA,0.000501566978077194,0.000501566978077194
"311",12727,NA,0.000398992723415339,0.000398992723415339
"312",12734,NA,0.000290695835039272,0.000290695835039272
"313",12919,NA,0.000404560294360051,0.000404560294360051
"314",12936,NA,0.00030552490043547,0.00030552490043547
"315",12938,NA,0.000419411127033161,0.000419411127033161
"316",12941,NA,-0.000247171250977034,-0.000247171250977034
"317",12956,NA,0.000393255666803136,0.000393255666803136
"318",12957,NA,0.000198702023773667,0.000198702023773667
"319",12968,NA,0.000640237093832579,0.000640237093832579
"320",12969,NA,0.000514071165370149,0.000514071165370149
"321",12972,NA,0.000373764283321547,0.000373764283321547
"322",12973,NA,0.000259987055578306,0.000259987055578306
"323",12988,NA,0.000338078311683474,0.000338078311683474
"324",12993,NA,0.000131210406818764,0.000131210406818764
"325",12994,NA,0.000141508996993426,0.000141508996993426
"326",13941,NA,-0.000205670525179592,-0.000205670525179592
"327",18843,NA,0.000354105408121477,0.000354105408121477
