"","Taxon_ID","Scientific_Name","Scientific_Name_Alt","Genus","Common_Name","Taxa_Group","Conservation_Listing","FFG_Status","Mass_g","home_range_km2","dispersal_km","stratum","stratum_aerial","stratum_arboreal_insessorial","stratum_aquatic","stratum_cryptic","stratum_fossorial","stratum_generalist","stratum_saxicolous","stratum_terrestrial","nesting","nest_burrow","nest_cave","nest_ground","nest_hollows","nest_supported","volant","hibernation_torpor","diet","diet_animals","diet_plants","diet_simple","diet_breadth_n","diet_carnivore","diet_herbivore","diet_invertivore","diet_infloresence","diet_omnivore","diet_granivore","litter_size_n","litters_per_year_n","max_longevity_d","n_offspring_year","biggest_patch_size","n_habitat_patches","patch_isolation","dominant_pyrome","pyrome_breadth","meanben_firefreq","future_fire_impact","fame_curve_shape","fame_lm_slope","cluster"
"35",11003,"Tachyglossus aculeatus","Tachyglossus aculeatus","Tachyglossus","Short-beaked Echidna","Mammals","NotListed","NotListed",3169.5,0.44,11.439,"Terrestrial",0,0,0,0,1,0,0,1,"Burrow",1,0,0,0,0,"0","1","Invertivore",1,0,"Carnivore",1,0,0,1,0,0,0,1,0.58,18250,0.58,11286231.1875,12,753.700702581207,"Dry Temperate Forest",8,0.605866538490508,NA,"Negative_Trough",-0.000600157238730164,10
"36",11242,"Wallabia bicolor","Wallabia bicolor","Wallabia","Black Wallaby","Mammals","NotListed","NotListed",14812.475,0.11,4.668,"Terrestrial",0,0,0,0,1,0,0,1,"Ground",0,0,1,0,0,"0","0","Herbivore",0,1,"Herbivore",1,0,1,0,0,0,0,1.02,1.4,6132,1.428,4816239.75,20,791.147269392672,"Wet Temperate Forest",8,0.516300224004883,1.60560456668397,"Negative",-7.81221296470571e-05,3
"37",11129,"Pseudocheirus peregrinus","Pseudocheirus peregrinus","Pseudocheirus","Common Ringtail Possum","Mammals","NotListed","NotListed",859.3,0.009,0.975,"Arboreal",0,1,0,0,0,0,0,0,"Supported",0,0,0,0,1,"0","0","Herbivore",0,1,"Herbivore",2,0,1,0,0,0,0,1.945,1.5,3686.5,2.9175,7875852.75,7,688.729235601039,"Dry Temperate Forest",5,1.51455982702078,-1.07015781922525,NA,NA,1
"38",11162,"Phascolarctos cinereus","Phascolarctos cinereus","Phascolarctos","Koala","Mammals","NotListed","NotListed",5646.87,0.01,2.747,"Arboreal",0,1,0,0,0,0,0,0,"Supported",0,0,0,0,1,"0","0","Herbivore",0,1,"Herbivore",1,0,1,0,0,0,0,1.005,1,8066.5,1.005,5415649.875,17,716.909202022252,"Dry Temperate Forest",7,1.66815825031185,1.65801427644387,NA,NA,11
"39",11165,"Vombatus ursinus","Vombatus ursinus","Vombatus","Common Wombat","Mammals","NotListed","NotListed",25750,0.08,6.328,"Terrestrial",0,0,0,0,1,0,0,1,"Burrow",1,0,0,0,0,"0","0","Herbivore",0,1,"Herbivore",1,0,1,0,0,0,0,1,0.77,10959.125,0.77,5597429.0625,6,661.909897891727,"Wet Temperate Forest",4,0.368467843356665,0.711538461538462,"Negative_Trough",-4.620902772356e-06,2
"40",11372,"Falsistrellus tasmaniensis","Falsistrellus tasmaniensis","Falsistrellus","Eastern False Pipistrelle","Mammals","NotListed","NotListed",22.54,0.36,0.097,"Aerial",1,0,0,0,0,0,0,0,"Hollows",0,0,0,1,0,"1","1","Invertivore",1,0,"Carnivore",1,0,0,1,0,0,0,1.324,0.98,6386.869,1.29752,4198964.0625,16,790.69538034185,"Wet Temperate Forest",4,1.48819139440428,2.6625,NA,NA,4
"41",5136,"Ornithorhynchus anatinus","Ornithorhynchus anatinus","Ornithorhynchus","Platypus","Mammals","Victoria","Vulnerable",1225,0.07,7.18,"Terrestrial",0,0,1,0,1,0,0,1,"Burrow",1,0,0,0,0,"0","0","Carnivore",1,0,"Carnivore",2,1,0,0,0,0,0,2,1.1,8249,2.2,17853503.625,3,489.759232563509,"Dry Temperate Forest",8,0.921491501545068,NA,NA,NA,2
"42",11147,"Acrobates pygmaeus","Acrobates pygmaeus","Acrobates","Feathertail Glider","Mammals","NotListed","NotListed",13,0.006,0.097,"Arboreal",0,1,0,0,0,0,0,0,"Hollows",0,0,0,1,0,"0","0","Infloresence",0,1,"Herbivore",1,0,0,0,1,0,0,3,2,3212,6,5732785.125,21,792.830965870826,"Wet Temperate Forest",7,1.79114325316016,NA,NA,NA,1
"43",11415,"Hydromys chrysogaster","Hydromys chrysogaster","Hydromys","Water Rat","Mammals","NotListed","NotListed",738.085,0.07,5.601,"Terrestrial",0,0,1,0,1,0,0,1,"Burrow",1,0,0,0,0,"0","0","Carnivore",1,0,"Carnivore",2,1,0,0,0,0,0,3.8,2.12,2664.5,8.056,19548291.9375,1,483.3674408347,"Dry Temperate Forest",8,1.0949707367922,NA,NA,NA,12
"44",11097,"Perameles nasuta","Perameles nasuta","Perameles","Long-nosed Bandicoot","Mammals","NotListed","NotListed",720.26,0.006,0.885,"Terrestrial",0,0,0,0,1,0,0,1,"Ground",0,0,1,0,0,"0","0","Omnivore",0,0,"Omnivore",1,0,0,0,0,1,0,2.565,2.92,2044,7.4898,1811929.5,19,779.918905499572,"Wet Temperate Forest",5,1.17606352835316,1.68571428571429,"Negative_Trough",-0.000322239364695446,5
"45",11133,"Petauroides volans","Petauroides volans","Petauroides","Greater Glider","Mammals","Australia","Endangered",1141,0.01,1.14,"Arboreal",0,1,0,0,0,0,0,0,"Hollows",0,0,0,1,0,"0","0","Herbivore",0,1,"Herbivore",1,0,1,0,0,0,0,1,1,5475,1,3261465,7,661.504729582899,"Wet Temperate Forest",4,1.37676653951989,0.403488010311797,NA,NA,6
"46",11357,"Myotis macropus","Myotis macropus","Myotis","Southern Myotis","Mammals","NotListed","NotListed",10.41,0.006,0.35,"Aerial",1,0,0,0,0,0,0,0,"Hollows",0,0,0,1,0,"1","1","Invertivore",1,0,"Carnivore",1,0,0,1,0,0,0,1,2.5,2889.821,2.5,9506215.6875,9,611.558442701982,"Dry Temperate Forest",8,1.86944278156108,NA,NA,NA,4
"47",11055,"Ningaui yvonneae","Ningaui yvonneae","Ningaui","Mallee Ningaui","Mammals","NotListed","NotListed",11.55,0,0.73,"Terrestrial",0,0,0,0,1,0,0,1,"Ground",0,0,1,0,0,"0","0","Invertivore",1,0,"Carnivore",2,0,0,1,0,0,0,7,2,730,14,693258.75,3,740.750820261696,"Dry Cropping Zone",3,1.69136300965751,0.844990240728692,NA,NA,8
"48",11480,"Notomys mitchelli","Notomys mitchellii","Notomys","Mitchell's Hopping-mouse","Mammals","NotListed","NotListed",52,0.006,0.209,"Terrestrial",0,0,0,0,1,0,0,1,"Burrow",1,0,0,0,0,"0","0","Omnivore",0,0,"Omnivore",3,0,0,0,0,1,0,3.28,3.53,1934.5,11.5784,633946.5,4,806.70960325274,"Dry Temperate Forest",6,1.71767046546458,-4.0752688172043,NA,NA,9
"49",61092,"Isoodon obesulus obesulus","Isoodon obesulus","Isoodon","Southern Brown Bandicoot","Mammals","Australia","Endangered",717,0.01,5.522,"Terrestrial",0,0,0,0,1,0,0,1,"Ground",0,0,1,0,0,"0","0","Omnivore",0,0,"Omnivore",1,0,0,0,0,1,0,2.53,2.2,2372.5,5.566,730488.375,14,715.034300431532,"Dry Temperate Forest",4,1.24836018145948,-0.326215538847114,NA,NA,5
"50",11017,"Phascogale tapoatafa","Phascogale tapoatafa","Phascogale","Brush-tailed Phascogale","Mammals","Victoria","Vulnerable",157,1.36,0.383,"Arboreal",0,1,0,0,1,0,0,0,"Ground",0,0,1,0,0,"0","0","Invertivore",1,0,"Carnivore",3,0,0,1,0,0,0,6.595,1,2156.542,6.595,1719792,12,735.773785187428,"Dry Temperate Forest",5,1.96358064607439,-0.161246612466126,"Negative_Trough",-0.000203835470519596,1
"51",61342,"Miniopterus orianae oceanensis","Miniopterus schreibersii","Miniopterus","Common Bent-wing Bat (eastern ssp.)","Mammals","Victoria","Critically Endangered",11.185,4.08,0.35,"Aerial",1,0,0,0,0,0,0,0,"Cave",0,1,0,0,0,"1","1","Invertivore",1,0,"Carnivore",1,0,0,1,0,0,0,0.995,1,8030,0.995,4277103.75,15,743.196665382796,"Wet Temperate Forest",5,0.898549343757788,-1.45,NA,NA,7
"52",11175,"Potorous tridactylus trisulcatus","Potorous tridactylus","Potorous","Long-nosed Potoroo","Mammals","Australia","Vulnerable",1054.67,0.12,1.091,"Terrestrial",0,0,0,0,1,0,0,1,"Ground",0,0,1,0,0,"0","0","Omnivore",0,0,"Omnivore",2,0,0,0,0,1,0,1,2,5496.292,2,699667.875,10,904.731292836195,"Wet Temperate Forest",4,1.50114049731354,0.77671474830733,NA,NA,3
"53",11069,"Sminthopsis leucopus","Sminthopsis leucopus","Sminthopsis","White-footed Dunnart","Mammals","Victoria","Vulnerable",23.36,0.009,1.031,"Terrestrial",0,0,0,0,1,0,0,1,"Hollows",0,0,0,1,0,"0","0","Carnivore",1,0,"Carnivore",1,1,0,0,0,0,0,8,1,912.5,8,1369664.4375,7,779.39000647618,"Wet Temperate Forest",4,1.51553362617715,-0.234353710600418,"Negative_Trough",-0.00086032284113373,5
"54",61332,"Nyctophilus corbeni","Nyctophilus corbeni","Nyctophilus","South-eastern Long-eared Bat","Mammals","Victoria","Endangered",3169.5,0.08,4.958,"Aerial",1,0,0,0,0,0,0,0,"Hollows",0,0,0,1,0,"1","1","Invertivore",1,0,"Carnivore",1,0,0,1,0,0,0,1.61,1.044,4046.039,1.68084,1355185.6875,7,745.335217959508,"Dry Cropping Zone",5,2.64630475599999,3.08156028368794,NA,NA,4
"55",11179,"Potorous longipes","Potorous longipes","Potorous","Long-footed Potoroo","Mammals","Australia","Endangered",1742.53,0.29,1.439,"Terrestrial",0,0,0,0,1,0,0,1,"Ground",0,0,1,0,0,"0","0","Omnivore",0,0,"Omnivore",2,0,0,0,0,1,0,1,1.72,5587.542,1.72,676775.25,3,693.254196646944,"Wet Temperate Forest",3,1.54187402559507,0.411833785004517,NA,NA,3
"56",11008,"Dasyurus maculatus maculatus","Dasyurus maculatus","Dasyurus","Spot-tailed Quoll","Mammals","Victoria","Endangered",1782,1.36,1.456,"Terrestrial",0,0,0,0,0,0,0,1,"Ground",0,0,1,0,0,"0","0","Carnivore",1,0,"Carnivore",2,1,0,0,0,0,0,4.47,1,2482,4.47,3324867.75,6,680.623006503638,"Wet Temperate Forest",4,1.50533657392698,-1.23400974025974,NA,NA,5
"57",11303,"Rhinolophus megaphyllus megaphyllus","Rhinolophus megaphyllus","Rhinolophus","Eastern Horseshoe Bat","Mammals","Victoria","Endangered",8.65,0.01,0.246,"Aerial",1,0,0,0,0,0,0,0,"Cave",0,1,0,0,0,"1","1","Invertivore",1,0,"Carnivore",1,0,0,1,0,0,0,1,1,2737.5,1,1096254,9,659.739818935981,"Wet Temperate Forest",4,0.882262088666249,2.2724119993064,NA,NA,4
"58",11458,"Pseudomys fumeus","Pseudomys fumeus","Pseudomys","Smoky Mouse","Mammals","Victoria","Endangered",70,0.07,0.246,"Terrestrial",0,0,0,0,1,0,0,1,"Burrow",1,0,0,0,0,"0","0","Omnivore",0,0,"Omnivore",3,0,0,0,0,1,0,3.5,1.5,2372.5,5.25,1131990.1875,10,736.339361369155,"Wet Temperate Forest",4,1.51154472712042,-1.21146456692913,NA,NA,12
"59",11137,"Petaurus norfolcensis","Petaurus norfolcensis","Petaurus","Squirrel Glider","Mammals","Victoria","Vulnerable",272.5,0.02,0.519,"Arboreal",0,1,0,0,0,0,0,0,"Hollows",0,0,0,1,0,"0","0","Infloresence",0,1,"Herbivore",3,0,0,0,1,0,0,1.57,1.56,5405.042,2.4492,880080.1875,3,719.175310629465,"Temperate Cropping Zone",4,1.3028508316121,1.85096326740303,NA,NA,6
"60",61343,"Miniopterus orianae bassanii","Miniopterus schreibersii","Miniopterus","Common Bent-wing Bat (southern ssp.)","Mammals","Victoria","Critically Endangered",11.185,0.08,5.522,"Aerial",1,0,0,0,0,0,0,0,"Cave",0,1,0,0,0,"1","1","Invertivore",1,0,"Carnivore",1,0,0,1,0,0,0,0.995,1,8030,0.995,2581059.9375,2,693.366794166749,"Dry Temperate Forest",3,NA,NA,NA,NA,7
"61",61266,"Osphranter robustus robustus","Macropus robustus","Osphranter","Eastern Wallaroo","Mammals","Victoria","Endangered",29647.9,0.98,6.838,"Terrestrial",0,0,0,0,1,0,0,1,"Ground",0,0,1,0,0,"0","0","Herbivore",0,1,"Herbivore",1,0,1,0,0,0,0,1,1.31,8760,1.31,413429.0625,2,746.233859010631,"Wet Temperate Forest",7,-0.334645276586107,NA,NA,NA,2
"62",11468,"Pseudomys shortridgei","Pseudomys shortridgei","Pseudomys","Heath Mouse","Mammals","Australia","Endangered",64,0.11,0.234,"Terrestrial",0,0,0,0,1,0,0,1,"Burrow",1,0,0,0,0,"0","0","Herbivore",0,1,"Herbivore",3,0,1,0,0,0,0,3,1,2190,3,138429,4,749.135870201622,"Dry Temperate Forest",3,1.41048656148733,0.667716429911553,NA,NA,12
"63",11280,"Pteropus poliocephalus","Pteropus poliocephalus","Pteropus","Grey-headed Flying-fox","Mammals","Victoria","Vulnerable",675,0.07,8.222,"Arboreal",0,1,0,0,0,0,0,0,"Supported",0,0,0,0,1,"1","0","Infloresence",0,1,"Herbivore",1,0,0,0,1,0,0,1,1,8614,1,312563.8125,8,889.841356532911,"Dry Temperate Forest",7,0.99537154437712,3.53429602888087,NA,NA,11
"64",11321,"Saccolaimus flaviventris","Saccolaimus flaviventris","Saccolaimus","Yellow-bellied Sheathtail Bat","Mammals","Victoria","Vulnerable",45.25,0.009,5.522,"Aerial",1,0,0,0,0,0,0,0,"Hollows",0,0,0,1,0,"1","0","Invertivore",1,0,"Carnivore",1,0,0,1,0,0,0,1.012,2,4817.423,2.024,5702749.3125,14,573.687879516638,"Dry Temperate Forest",8,1.26834856755486,NA,NA,NA,4
"65",11438,"Mastacomys fuscus mordicus","Mastacomys fuscus","Mastacomys","Broad-toothed Rat","Mammals","Australia","Vulnerable",136.86,0,0.355,"Terrestrial",0,0,0,0,1,0,0,1,"Burrow",1,0,0,0,0,"0","0","Herbivore",0,1,"Herbivore",3,0,1,0,0,0,0,1.595,2.178,1621.286,3.47391,233467.3125,9,689.307659556102,"Wet Temperate Forest",4,0.903705130985757,1.14884717404611,NA,NA,12
"66",11050,"Planigale gilesi","Planigale gilesi","Planigale","Gile's Planigale","Mammals","Victoria","Vulnerable",9.1,2.52,0.65,"Terrestrial",0,0,0,0,1,0,0,1,"Ground",0,0,1,0,0,"0","1","Invertivore",1,0,"Carnivore",3,0,0,1,0,0,0,5.23,2,1825,10.46,102125.8125,1,1126.3432330109,"Arid Chenopod Shrubland Transition",4,0.72842337440144,NA,NA,NA,8
"67",11034,"Antechinus minimus maritimus","Antechinus minimus","Antechinus","Swamp Antechinus","Mammals","Australia","Vulnerable",52.56,2.52,1.535,"Terrestrial",0,0,0,0,1,0,0,1,"Ground",0,0,1,0,0,"0","0","Invertivore",1,0,"Carnivore",1,0,0,1,0,0,0,7.19,1,730,7.19,135087.75,5,872.433495033477,"Dry Temperate Forest",2,1.77855674523116,2.56747802569304,NA,NA,5
"68",11141,"Gymnobelideus leadbeateri","Gymnobelideus leadbeateri","Gymnobelideus","Leadbeater's Possum","Mammals","Australia","Critically Endangered",133.66,0.01,0.35,"Arboreal",0,1,0,0,0,0,0,0,"Hollows",0,0,0,1,0,"0","0","Omnivore",0,0,"Omnivore",2,0,0,0,0,1,0,1.54,2,5146.5,3.08,353878.875,2,763.448764906818,"Dry Temperate Forest",2,1.33029109595708,1.36174425342863,NA,NA,6
"69",11455,"Pseudomys novaehollandiae","Pseudomys novaehollandiae","Pseudomys","New Holland Mouse","Mammals","Victoria","Endangered",17.4,0.009,0.114,"Terrestrial",0,0,0,0,1,0,0,1,"Burrow",1,0,0,0,0,"0","0","Omnivore",0,0,"Omnivore",3,0,0,0,0,1,0,4.05,3.75,1456.958,15.1875,26557.875,2,925.129568681529,"Dry Temperate Forest",3,1.37546401961527,-0.387523826026685,NA,NA,9
"70",11156,"Burramys parvus","Burramys parvus","Burramys","Mountain Pygmy-possum","Mammals","Australia","Endangered",44.3,0.01,0.191,"Arboreal",0,1,0,0,0,0,0,0,"Burrow",1,0,0,0,0,"0","1","Omnivore",0,0,"Omnivore",3,0,0,0,0,1,0,3.55,1,4380,3.55,25358.0625,1,5679.33342981359,"Wet Temperate Forest",1,0.526658225739425,1.74299045232644,NA,NA,1
"71",11215,"Petrogale penicillata","Petrogale penicillata","Petrogale","Brush-tailed Rock-wallaby","Mammals","Victoria","Critically Endangered",6465.8,0.11,2.959,"Terrestrial",0,0,0,0,1,0,0,1,"Ground",0,0,1,0,0,"0","0","Herbivore",0,1,"Herbivore",2,0,1,0,0,0,0,1,1.48,5256,1.48,8459.4375,0,766.967252109481,"Temperate Cropping Zone",4,1.43062646151658,2.75308641975309,NA,NA,3
