"","filename","biggest_patch_size","n_patches","nned"
"196","SMP4_Gilberts_Whistler_Pachycephala_inornata_Spp10403_RF_225m_vg94",2154154.5,11,777.878555627555
"197","SMP4_Giles_Planigale_Planigale_gilesi_Spp11050_RF_225m_vg94",102125.8125,1,1126.3432330109
"198","SMP4_Gippsland_Water_Dragon_Intellagama_lesueurii_howittii_Spp62919_RF_225m_vg94",2166193.125,2,662.165799709812
"199","SMP4_Glossy_Black-Cockatoo_Calyptorhynchus_lathami_lathami_Spp10265_RF_225m_vg94",103366.125,4,818.682940375799
"200","SMP4_Glossy_Grass_Skink_Pseudemoia_rawlinsoni_Spp12683_RF_225m_vg94",2163935.25,3,650.349492979803
"201","SMP4_Glossy_Ibis_Plegadis_falcinellus_Spp10178_RF_225m_vg94",349833.9375,23,892.874459609523
"202","SMP4_Golden_Perch_Macquaria_ambigua_Spp4873_RF_225m_vg94",1911751.875,15,688.24091696042
"203","SMP4_Golden_Whistler_Pachycephala_pectoralis_Spp10398_RF_225m_vg94",8625684.9375,13,739.594344041556
"204","SMP4_Golden-headed_Cisticola_Cisticola_exilis_Spp10525_RF_225m_vg94",488551.5,16,918.357753288171
"205","SMP4_Goulds_Long-eared_Bat_Nyctophilus_gouldi_Spp11334_RF_225m_vg94",4960045.125,19,830.667791664382
"206","SMP4_Goulds_Wattled_Bat_Chalinolobus_gouldii_Spp11349_RF_225m_vg94",13471995.9375,9,693.154116019635
"207","SMP4_Grass_skink_FORM_P-pag_cry_Pseudemoia_form_cryodoma_pagenstecheri_Spp12948_RF_225m_vg94",845710.875,3,818.619089386411
"208","SMP4_Grassland_Earless_Dragon_Tympanocryptis_pinguicolla_Spp12922_RF_225m_vg94",154117.6875,1,720.413465651336
"209","SMP4_Grays_Blind_Snake_Ramphotyphlops_nigrescens_Spp12599_RF_225m_vg94",420749.4375,5,784.914582115859
"210","SMP4_Great_Cormorant_Phalacrocorax_carbo_Spp10096_RF_225m_vg94",7064389.6875,13,627.052460594844
"211","SMP4_Great_Crested_Grebe_Podiceps_cristatus_Spp10060_RF_225m_vg94",83475.5625,4,1265.61543365253
"212","SMP4_Great_Knot_Calidris_tenuirostris_Spp10165_RF_225m_vg94",42297.1875,2,974.445978385583
"213","SMP4_Greater_Glider_Petauroides_volans_Spp11133_RF_225m_vg94",3261465,7,661.504729582899
"214","SMP4_Greater_Sand_Plover_Charadrius_leschenaultii_Spp10141_RF_225m_vg94",103664.8125,7,1364.15363397089
"215","SMP4_Green_and_Golden_Bell_Frog_Litoria_aurea_Spp13166_RF_225m_vg94",481808.25,3,1008.48464452379
"216","SMP4_Grey_Butcherbird_Cracticus_torquatus_Spp10702_RF_225m_vg94",12982199.0625,8,724.771158528432
"217","SMP4_Grey_Currawong_Strepera_versicolor_Spp10697_RF_225m_vg94",8993784.375,12,774.53767444202
"218","SMP4_Grey_Falcon_Falco_hypoleucos_Spp10236_RF_225m_vg94",989035.3125,11,754.562398083269
"219","SMP4_Grey_Fantail_Rhipidura_albiscapa_Spp10361_RF_225m_vg94",8458409.8125,15,665.309703565684
"220","SMP4_Grey_Goshawk_Accipiter_novaehollandiae_novaehollandiae_Spp10220_RF_225m_vg94",2770048.125,22,709.958493745117
"221","SMP4_Grey_Plover_Pluvialis_squatarola_Spp10136_RF_225m_vg94",117348.75,5,836.446448045641
"222","SMP4_Grey_Shrike-thrush_Colluricincla_harmonica_Spp10408_RF_225m_vg94",13240366.3125,3,729.558834020581
"223","SMP4_Grey_Teal_Anas_gracilis_Spp10211_RF_225m_vg94",8226086.625,10,716.020554036959
"224","SMP4_Grey-crowned_Babbler_Pomatostomus_temporalis_temporalis_Spp10443_RF_225m_vg94",1481773.5,4,849.678877546407
"225","SMP4_Grey-headed_Flying-fox_Pteropus_poliocephalus_Spp11280_RF_225m_vg94",312563.8125,8,889.841356532911
"226","SMP4_Grey-tailed_Tattler_Tringa_brevipes_Spp10155_RF_225m_vg94",18468,1,937.709519760831
"227","SMP4_Greys_Skink_Menetia_greyii_Spp12519_RF_225m_vg94",1417829.0625,11,711.376842511895
"228","SMP4_Ground_Cuckoo-shrike_Coracina_maxima_Spp10423_RF_225m_vg94",10428.75,1,1093.67695527367
"229","SMP4_Ground_Parrot_Pezoporus_wallicus_wallicus_Spp10311_RF_225m_vg94",11988,1,1078.28192076085
"230","SMP4_Growling_Grass_Frog_Litoria_raniformis_Spp13207_RF_225m_vg94",2790693,13,697.766703224616
"231","SMP4_Gull-billed_Tern_Gelochelidon_nilotica_macrotarsa_Spp10111_RF_225m_vg94",9609845.0625,15,642.88062398021
"232","SMP4_Guthega_Skink_Liopholis_guthega_Spp12432_RF_225m_vg94",3645,0,684.837735770632
"233","SMP4_Hardhead_Aythya_australis_Spp10215_RF_225m_vg94",1093515.1875,17,828.682520542372
"234","SMP4_Haswells_Froglet_Paracrinia_haswelli_Spp13103_RF_225m_vg94",1425812.625,2,698.722013927017
"235","SMP4_Heath_Mouse_Pseudomys_shortridgei_Spp11468_RF_225m_vg94",138429,4,749.135870201622
"236","SMP4_Helmeted_Honeyeater_Lichenostomus_melanops_cassidix_Spp60618_RF_225m_vg94",37589.0625,1,663.197959726683
"237","SMP4_Highland_Copperhead_Austrelaps_ramsayi_Spp12972_RF_225m_vg94",3899876.625,3,677.00050744674
"238","SMP4_Hoary-headed_Grebe_Poliocephalus_poliocephalus_Spp10062_RF_225m_vg94",7173689.0625,10,695.5967834449
"239","SMP4_Hooded_Plover_Thinornis_rubricollis_rubricollis_Spp10138_RF_225m_vg94",124365.375,4,977.467455887084
"240","SMP4_Hooded_Robin_Melanodryas_cucullata_cucullata_Spp10385_RF_225m_vg94",727314.1875,27,824.487490839335
"241","SMP4_Hooded_Scaly-foot_Pygopus_schraderi_Spp12176_RF_225m_vg94",127180.125,4,938.735449311132
"242","SMP4_Horsfields_Bronze-Cuckoo_Chrysococcyx_basalis_Spp10342_RF_225m_vg94",14506639.3125,5,715.904599824527
"243","SMP4_Horsfields_Bushlark_Mirafra_javanica_Spp10648_RF_225m_vg94",12979703.25,10,708.454335815722
"244","SMP4_Inland_Broad-nosed_Bat_Scotorepens_balstoni_Spp11364_RF_225m_vg94",7380811.125,4,633.114185139343
"245","SMP4_Inland_Dotterel_Charadrius_australis_Spp10145_RF_225m_vg94",17035.3125,2,1070.09538471182
"246","SMP4_Inland_Forest_Bat_Vespadelus_baverstocki_Spp11819_RF_225m_vg94",973017.5625,4,692.499424320871
"247","SMP4_Inland_Freetail_Bat_Mormopterus_sp-_3_Spp11809_RF_225m_vg94",852869.25,4,795.116694709619
"248","SMP4_Inland_Thornbill_Acanthiza_apicalis_Spp10476_RF_225m_vg94",3552467.625,8,715.03795935707
"249","SMP4_Intermediate_Egret_Ardea_intermedia_Spp10186_RF_225m_vg94",765855,14,1014.58517467927
"250","SMP4_Jacky_Winter_Microeca_fascinans_Spp10377_RF_225m_vg94",13054532.0625,6,718.359489987461
"251","SMP4_Kelp_Gull_Larus_dominicanus_Spp10981_RF_225m_vg94",4199333.625,21,744.672734292709
"252","SMP4_King_Quail_Coturnix_chinensis_victoriae_Spp10012_RF_225m_vg94",48544.3125,3,1059.58662475906
"253","SMP4_Koala_Phascolarctos_cinereus_Spp11162_RF_225m_vg94",5415649.875,17,716.909202022252
"254","SMP4_Lace_Monitor_Varanus_varius_Spp12283_RF_225m_vg94",7717831.875,12,681.915673109328
"255","SMP4_Large_Brown_Tree_Frog_Litoria_littlejohni_Spp13936_RF_225m_vg94",243885.9375,3,694.360495243471
"256","SMP4_Large_Forest_Bat_Vespadelus_darlingtoni_Spp11381_RF_225m_vg94",6888295.6875,15,756.5127179247
"257","SMP4_Large_Striped_Skink_Ctenotus_robustus_Spp12375_RF_225m_vg94",3960758.25,12,742.973671440351
"258","SMP4_Large-billed_Scrubwren_Sericornis_magnirostris_Spp10494_RF_225m_vg94",569966.625,7,858.530227776187
"259","SMP4_Lathams_Snipe_Gallinago_hardwickii_Spp10168_RF_225m_vg94",894796.875,18,882.784058228122
"260","SMP4_Laughing_Kookaburra_Dacelo_novaeguineae_Spp10322_RF_225m_vg94",12619845.5625,7,687.967996471809
"261","SMP4_Leadbeaters_Possum_Gymnobelideus_leadbeateri_Spp11141_RF_225m_vg94",353878.875,2,763.448764906818
"262","SMP4_Leaden_Flycatcher_Myiagra_rubecula_Spp10365_RF_225m_vg94",6373150.875,15,748.854243433311
"263","SMP4_Lesser_Long-eared_Bat_Nyctophilus_geoffroyi_Spp11335_RF_225m_vg94",11149705.6875,13,710.867599682215
"264","SMP4_Lesser_Sand_Plover_Charadrius_mongolus_Spp10139_RF_225m_vg94",112569.75,4,1532.43915442043
"265","SMP4_Lesueurs_Frog_Litoria_lesueuri_Spp13192_RF_225m_vg94",2719873.6875,8,597.382530632566
"266","SMP4_Lewins_Honeyeater_Meliphaga_lewinii_Spp10605_RF_225m_vg94",1250903.25,14,727.725719952819
"267","SMP4_Lewins_Rail_Lewinia_pectoralis_pectoralis_Spp10045_RF_225m_vg94",1209841.3125,11,773.198649654866
"268","SMP4_Lined_Earless_Dragon_Tympanocryptis_lineata_Spp62921_RF_225m_vg94",35073,2,902.738885695745
"269","SMP4_Little_Black_Cormorant_Phalacrocorax_sulcirostris_Spp10097_RF_225m_vg94",2433174.1875,15,685.586528569728
"270","SMP4_Little_Broad-nosed_Bat_Scotorepens_greyii_Spp11362_RF_225m_vg94",840167.4375,3,813.215973220613
"271","SMP4_Little_Button-quail_Turnix_velox_Spp10018_RF_225m_vg94",144903.9375,21,804.173523112002
"272","SMP4_Little_Corella_Cacatua_sanguinea_Spp10271_RF_225m_vg94",11446677,8,682.269167713231
"273","SMP4_Little_Crow_Corvus_bennetti_Spp10691_RF_225m_vg94",1702832.625,2,721.859907508895
"274","SMP4_Little_Eagle_Hieraaetus_morphnoides_Spp10225_RF_225m_vg94",14716702.6875,5,673.568326473936
"275","SMP4_Little_Egret_Egretta_garzetta_nigripes_Spp10185_RF_225m_vg94",161048.25,11,1064.53226476647
"276","SMP4_Little_Forest_Bat_Vespadelus_vulturnus_Spp11379_RF_225m_vg94",9265458.375,14,677.699974651349
"277","SMP4_Little_Friarbird_Philemon_citreogularis_Spp10646_RF_225m_vg94",6109030.125,14,741.075150347346
"278","SMP4_Little_Grassbird_Megalurus_gramineus_Spp10522_RF_225m_vg94",2805799.5,10,689.127042809553
"279","SMP4_Little_Lorikeet_Glossopsitta_pusilla_Spp10260_RF_225m_vg94",5821844.625,5,702.547408461675
"280","SMP4_Little_Pied_Cormorant_Microcarbo_melanoleucos_Spp10100_RF_225m_vg94",6666770.8125,9,645.515817420745
"281","SMP4_Little_Pygmy-possum_Cercartetus_lepidus_Spp11152_RF_225m_vg94",803535.1875,5,1126.50895337512
"282","SMP4_Little_Raven_Corvus_mellori_Spp10954_RF_225m_vg94",16083972.5625,4,662.69689491446
"283","SMP4_Little_Tern_Sternula_albifrons_sinensis_Spp10117_RF_225m_vg94",628448.625,2,1131.53926818645
"284","SMP4_Little_Wattlebird_Anthochaera_chrysoptera_Spp10637_RF_225m_vg94",910607.0625,11,882.935922553538
"285","SMP4_Little_Whip_Snake_Parasuta_flagellum_Spp12727_RF_225m_vg94",3972047.625,4,753.102794056284
"286","SMP4_Long-billed_Corella_Cacatua_tenuirostris_Spp10272_RF_225m_vg94",11092443.75,8,754.493072047869
"287","SMP4_Long-footed_Potoroo_Potorous_longipes_Spp11179_RF_225m_vg94",676775.25,3,693.254196646944
"288","SMP4_Long-nosed_Bandicoot_Perameles_nasuta_Spp11097_RF_225m_vg94",1811929.5,19,779.918905499572
"289","SMP4_Long-nosed_Potoroo_Potorous_tridactylus_tridactylus_Spp11175_RF_225m_vg94",699667.875,10,904.731292836195
"290","SMP4_Long-toed_Stint_Calidris_subminuta_Spp10965_RF_225m_vg94",4460.0625,0,1819.72517189317
"291","SMP4_Lowland_Copperhead_Austrelaps_superbus_Spp12973_RF_225m_vg94",6433607.25,3,654.542272769317
"292","SMP4_Macquarie_Perch_Macquaria_australasica_Spp4874_RF_225m_vg94",1510913.25,31,662.811945026195
"293","SMP4_Magpie_Goose_Anseranas_semipalmata_Spp10199_RF_225m_vg94",200718,9,919.170878597913
"294","SMP4_Magpie-lark_Grallina_cyanoleuca_Spp10415_RF_225m_vg94",12341802.9375,9,726.068819319769
"295","SMP4_Major_Mitchells_Cockatoo_Lophocroa_leadbeateri_Spp10270_RF_225m_vg94",1301983.875,4,620.843955685061
"296","SMP4_Mallee_Dragon_Ctenophorus_fordi_Spp12185_RF_225m_vg94",739180.6875,2,778.331999886885
"297","SMP4_Mallee_Emu-wren_Stipiturus_mallee_Spp10527_RF_225m_vg94",370534.5,2,1003.58949723038
"298","SMP4_Mallee_Ningaui_Ningaui_yvonneae_Spp11055_RF_225m_vg94",693258.75,3,740.750820261696
"299","SMP4_Mallee_Worm-Lizard_Aprasia_aurita_Spp12141_RF_225m_vg94",254010.9375,1,797.843571458088
"300","SMP4_Malleefowl_Leipoa_ocellata_Spp10007_RF_225m_vg94",693496.6875,5,1171.75459179237
"301","SMP4_Marbled_Gecko_Christinus_marmoratus_Spp12126_RF_225m_vg94",1087384.5,20,762.699730278318
"302","SMP4_Marsh_Sandpiper_Tringa_stagnatilis_Spp10159_RF_225m_vg94",293250.375,11,1203.25751930973
"303","SMP4_Martins_Toadlet_Uperoleia_martini_Spp13930_RF_225m_vg94",49161.9375,6,742.162992766721
"304","SMP4_Masked_Lapwing_Vanellus_miles_Spp10133_RF_225m_vg94",8785361.25,10,693.961961219454
"305","SMP4_Masked_Owl_Tyto_novaehollandiae_novaehollandiae_Spp10250_RF_225m_vg94",534949.3125,6,827.427596062571
"306","SMP4_Masked_Woodswallow_Artamus_personatus_Spp10544_RF_225m_vg94",9705121.3125,5,656.507992400155
"307","SMP4_Masters_Snake_Drysdalia_mastersii_Spp12666_RF_225m_vg94",643312.125,1,657.778877614098
"308","SMP4_McCoys_Skink_Anepischtos_maccoyi_Spp12444_RF_225m_vg94",4020551.4375,8,761.933063369134
"309","SMP4_Metallic_Skink_Niveoscincus_metallicus_Spp12462_RF_225m_vg94",1024655.0625,4,792.979436260463
"310","SMP4_Mistletoebird_Dicaeum_hirundinaceum_Spp10564_RF_225m_vg94",12643376.0625,7,721.719779070705
"311","SMP4_Mitchells_Hopping-mouse_Notomys_mitchelli_Spp11480_RF_225m_vg94",633946.5,4,806.70960325274
"312","SMP4_Mitchells_Short-tailed_Snake_Parasuta_nigriceps_Spp12724_RF_225m_vg94",1993622.625,8,806.510440525832
"313","SMP4_Mountain_Brushtail_Possum_Trichosurus_cunninghami_Spp11115_RF_225m_vg94",1821507.75,9,697.716581459943
"314","SMP4_Mountain_Dragon_Angelsea_form_Rankinia_diemensis_Anglesea_Spp63940_RF_225m_vg94",754.3125,0,599.928645274429
"315","SMP4_Mountain_Dragon_Grampians_form_Rankinia_diemensis_Grampians_Spp63941_RF_225m_vg94",2136.375,0,908.531798469739
"316","SMP4_Mountain_Dragon_Rankinia_diemensis_Spp12182_RF_225m_vg94",3204385.3125,13,731.49079536757
"317","SMP4_Mountain_Galaxias_Galaxias_olidus_Spp4697_RF_225m_vg94",2388107.8125,14,600.213305571154
"318","SMP4_Mountain_Pygmy-possum_Burramys_parvus_Spp11156_RF_225m_vg94",25358.0625,1,5679.33342981359
"319","SMP4_Mountain_Skink_Liopholis_montana_Spp12433_RF_225m_vg94",25039.125,2,1042.46800910179
"320","SMP4_Mulga_Parrot_Psephotus_varius_Spp10296_RF_225m_vg94",2656045.6875,4,733.782104938364
"321","SMP4_Murray_Cod_Maccullochella_peelii_Spp4871_RF_225m_vg94",823046.0625,16,816.948251666762
"322","SMP4_Murray_Hardyhead_Craterocephalus_fluviatilis_Spp4784_RF_225m_vg94",5589,0,1103.64052734086
"323","SMP4_Murray_River_Turtle_Emydura_macquarii_Spp5135_RF_225m_vg94",13687410.375,5,549.798147226151
"324","SMP4_Murray_Striped_Skink_Ctenotus_brachyonyx_Spp12342_RF_225m_vg94",1224558,2,677.762431397152
"325","SMP4_Murray-Darling_Rainbowfish_Melanotaenia_fluviatilis_Spp4774_RF_225m_vg94",12027062.25,2,529.533769233473
"326","SMP4_Musk_Duck_Biziura_lobata_Spp10217_RF_225m_vg94",201973.5,16,1004.37965870734
"327","SMP4_Musk_Lorikeet_Glossopsitta_concinna_Spp10258_RF_225m_vg94",7228085.625,10,743.933580426196
"328","SMP4_Nankeen_Kestrel_Falco_cenchroides_Spp10240_RF_225m_vg94",17194183.875,6,617.580178857566
"329","SMP4_Nankeen_Night_Heron_Nycticorax_caledonicus_hillii_Spp10192_RF_225m_vg94",563142.375,13,903.530538250063
"330","SMP4_New_Holland_Honeyeater_Phylidonyris_novaehollandiae_Spp10631_RF_225m_vg94",8850449.8125,11,729.409423431536
"331","SMP4_New_Holland_Mouse_Pseudomys_novaehollandiae_Spp11455_RF_225m_vg94",26557.875,2,925.129568681529
"332","SMP4_Nobbi_Dragon_Amphibolurus_nobbi_Spp19000_RF_225m_vg94",679782.375,3,718.152778040314
"333","SMP4_Noisy_Friarbird_Philemon_corniculatus_Spp10645_RF_225m_vg94",5735939.0625,8,762.06906371002
"334","SMP4_Noisy_Miner_Manorina_melanocephala_Spp10634_RF_225m_vg94",11709937.125,10,746.702192489839
"335","SMP4_Norriss_Dragon_Amphibolurus_norrisi_Spp12209_RF_225m_vg94",712263.375,4,853.385900712927
"336","SMP4_Obscure_Skink_Morethia_obscura_Spp12529_RF_225m_vg94",853557.75,9,795.345605259148
"337","SMP4_Olive_Legless_Lizard_Delma_inornata_Spp12160_RF_225m_vg94",4249578.9375,4,779.11709893813
"338","SMP4_Olive_Whistler_Pachycephala_olivacea_Spp10405_RF_225m_vg94",3444150.375,13,724.201280037889
"339","SMP4_Olive-backed_Oriole_Oriolus_sagittatus_Spp10671_RF_225m_vg94",6937396.875,17,732.146072820917
"340","SMP4_Orange_Chat_Epthianura_aurifrons_Spp10450_RF_225m_vg94",3893953.5,8,716.734978981492
"341","SMP4_Orange-bellied_Parrot_Neophema_chrysogaster_Spp10305_RF_225m_vg94",6120.5625,0,687.266738854417
"342","SMP4_Osprey_Pandion_cristatus_Spp10241_RF_225m_vg94",13076.4375,2,3370.26131209395
"343","SMP4_Pacific_Barn_Owl_Tyto_javanica_Spp10249_RF_225m_vg94",17117487,3,622.122880088115
"344","SMP4_Pacific_Black_Duck_Anas_superciliosa_Spp10208_RF_225m_vg94",8794397.8125,11,623.516542935059
"345","SMP4_Pacific_Golden_Plover_Pluvialis_fulva_Spp10137_RF_225m_vg94",97255.6875,6,1195.68982740545
"346","SMP4_Pacific_Gull_Larus_pacificus_pacificus_Spp60126_RF_225m_vg94",114559.3125,4,1433.94215059745
"347","SMP4_Painted_Button-quail_Turnix_varia_Spp10014_RF_225m_vg94",5597960.625,16,706.954728196444
"348","SMP4_Painted_Dragon_Ctenophorus_pictus_Spp12199_RF_225m_vg94",2082196.125,4,751.880605175821
"349","SMP4_Painted_Honeyeater_Grantiella_picta_Spp10598_RF_225m_vg94",1100511.5625,13,776.194349165756
"350","SMP4_Pallid_Cuckoo_Cacomantis_pallidus_Spp10337_RF_225m_vg94",13245079.5,6,653.889788538144
"351","SMP4_Patch-nosed_Brown_Snake_Pseudonaja_aspidorhyncha_Spp12698_RF_225m_vg94",1390840.875,3,884.516329990454
"352","SMP4_Peaceful_Dove_Geopelia_striata_Spp10030_RF_225m_vg94",5745264.1875,13,746.69444930657
"353","SMP4_Pectoral_Sandpiper_Calidris_melanotos_Spp10978_RF_225m_vg94",160881.1875,9,1018.89206993729
"354","SMP4_Peregrine_Falcon_Falco_peregrinus_Spp10237_RF_225m_vg94",14921253,4,719.314607882267
"355","SMP4_Perons_Tree_Frog_Litoria_peronii_Spp13204_RF_225m_vg94",7196212.125,7,741.360782126563
"356","SMP4_Peterss_Blind_Snake_Ramphotyphlops_bituberculatus_Spp12588_RF_225m_vg94",3244379.0625,3,766.057381126905
"357","SMP4_Pied_Butcherbird_Cracticus_nigrogularis_Spp10700_RF_225m_vg94",6862107.375,10,694.045507463216
"358","SMP4_Pied_Cormorant_Phalacrocorax_varius_Spp10099_RF_225m_vg94",154396.125,13,1095.59534181527
"359","SMP4_Pied_Currawong_Strepera_graculina_Spp10694_RF_225m_vg94",7997074.3125,10,737.015213893356
"360","SMP4_Pied_Oystercatcher_Haematopus_longirostris_Spp10130_RF_225m_vg94",109461.375,4,1149.12612329152
"361","SMP4_Pilotbird_Pycnoptilus_floccosus_Spp10506_RF_225m_vg94",526646.8125,13,673.822532845552
"362","SMP4_Pink_Robin_Petroica_rodinogaster_Spp10383_RF_225m_vg94",7162946.4375,17,708.798466643196
"363","SMP4_Pink-eared_Duck_Malacorhynchus_membranaceus_Spp10213_RF_225m_vg94",2212418.8125,12,746.011302291772
"364","SMP4_Pink-nosed_Worm-Lizard_Aprasia_inaurita_Spp12143_RF_225m_vg94",581387.625,3,1005.09194803059
"365","SMP4_Pink-tailed_Worm-Lizard_Aprasia_parapulchella_Spp12144_RF_225m_vg94",18063,1,2266.90164899438
"366","SMP4_Plains_Brown_Tree_Frog_Litoria_paraewingi_Spp13203_RF_225m_vg94",3511395.5625,1,642.007804773936
"367","SMP4_Plains_Froglet_Crinia_parinsignifera_Spp13131_RF_225m_vg94",7014868.3125,4,768.184521287746
"368","SMP4_Plains-wanderer_Pedionomus_torquatus_Spp10020_RF_225m_vg94",189251.4375,3,895.653092109433
"369","SMP4_Platypus_Ornithorhynchus_anatinus_Spp5136_RF_225m_vg94",17853503.625,3,489.759232563509
"370","SMP4_Plumed_Whistling-Duck_Dendrocygna_eytoni_Spp10205_RF_225m_vg94",5126257.125,13,703.510102444946
"371","SMP4_Pobblebonk_Frog_Limnodynastes_dumerilii_dumerilii_Spp63913_RF_225m_vg94",6387558.75,6,689.742993543765
"372","SMP4_Pobblebonk_Frog_Limnodynastes_dumerilii_insularis_Spp63914_RF_225m_vg94",1905297.1875,3,683.691009597902
"373","SMP4_Pobblebonk_Frog_Limnodynastes_dumerilii_variegatus_Spp63915_RF_225m_vg94",279272.8125,10,694.880280762687
"374","SMP4_Port_Lincoln_Snake_Parasuta_spectabilis_Spp12813_RF_225m_vg94",79253.4375,1,947.097097156836
"375","SMP4_Powerful_Owl_Ninox_strenua_Spp10248_RF_225m_vg94",1584456.1875,20,767.940462002999
"376","SMP4_Purple_Swamphen_Porphyrio_porphyrio_Spp10058_RF_225m_vg94",6909603.75,7,684.046772352973
"377","SMP4_Purple-crowned_Lorikeet_Glossopsitta_porphyrocephala_Spp10259_RF_225m_vg94",482208.1875,13,776.265367074871
"378","SMP4_Purple-gaped_Honeyeater_Lichenostomus_cratitius_Spp10620_RF_225m_vg94",1488602.8125,6,716.975914740455
"379","SMP4_Rainbow_Bee-eater_Merops_ornatus_Spp10329_RF_225m_vg94",9635886.5625,5,685.348786660437
"380","SMP4_Rainbow_Lorikeet_Trichoglossus_haematodus_Spp10254_RF_225m_vg94",3416205.375,18,771.596642518106
"381","SMP4_Red_Kangaroo_Macropus_rufus_Spp11275_RF_225m_vg94",1235568.9375,7,809.732651804223
"382","SMP4_Red_Knot_Calidris_canutus_Spp10164_RF_225m_vg94",70581.375,3,1313.97913681957
"383","SMP4_Red_Wattlebird_Anthochaera_carunculata_Spp10638_RF_225m_vg94",13569975.5625,4,727.645844068955
"384","SMP4_Red-backed_Kingfisher_Todiramphus_pyrropygia_pyrropygia_Spp10325_RF_225m_vg94",1340620.875,6,792.519448997925
"385","SMP4_Red-bellied_Black_Snake_Pseudechis_porphyriacus_Spp12693_RF_225m_vg94",7419270.9375,7,642.222791306263
"386","SMP4_Red-browed_Finch_Neochmia_temporalis_Spp10662_RF_225m_vg94",9688086,7,749.886827721882
"387","SMP4_Red-browed_Treecreeper_Climacteris_erythrops_Spp10560_RF_225m_vg94",4170128.0625,7,765.303242760942
"388","SMP4_Red-capped_Plover_Charadrius_ruficapillus_Spp10143_RF_225m_vg94",88209,8,1378.06929477306
"389","SMP4_Red-capped_Robin_Petroica_goodenovii_Spp10381_RF_225m_vg94",7916494.5,8,675.09258886989
"390","SMP4_Red-chested_Button-quail_Turnix_pyrrhothorax_Spp10019_RF_225m_vg94",14650.875,1,1259.76082048115
