"","filename","biggest_patch_size","n_patches","nned"
"391","SMP4_Red-kneed_Dotterel_Erythrogonys_cinctus_Spp10132_RF_225m_vg94",96865.875,3,1365.51222658985
"392","SMP4_Red-lored_Whistler_Pachycephala_rufogularis_Spp10402_RF_225m_vg94",290602.6875,3,833.54049523208
"393","SMP4_Red-naped_Snake_Furina_diadema_Spp12669_RF_225m_vg94",47709,2,761.932021981795
"394","SMP4_Red-necked_Avocet_Recurvirostra_novaehollandiae_Spp10148_RF_225m_vg94",706770.5625,22,895.341610065109
"395","SMP4_Red-necked_Stint_Calidris_ruficollis_Spp10162_RF_225m_vg94",98749.125,9,1499.95186905889
"396","SMP4_Red-necked_Wallaby_Macropus_rufogriseus_Spp11261_RF_225m_vg94",1504600.3125,9,779.131493652163
"397","SMP4_Red-rumped_Parrot_Psephotus_haematonotus_Spp10295_RF_225m_vg94",11588401.6875,4,711.678351427993
"398","SMP4_Red-tailed_Black-Cockatoo_Calyptorhynchus_banksii_graptogyne_Spp10264_RF_225m_vg94",322977.375,4,904.732977474655
"399","SMP4_Red-throated_Skink_Acritoscincus_platynotus_Spp12464_RF_225m_vg94",237562.875,5,660.216548108898
"400","SMP4_Redthroat_Pyrrholaemus_brunneus_Spp10497_RF_225m_vg94",142909.3125,4,843.555762411642
"401","SMP4_Regal_Striped_Skink_Ctenotus_regius_Spp12374_RF_225m_vg94",1251672.75,3,689.134600511372
"402","SMP4_Regent_Honeyeater_Anthochaera_phrygia_Spp10603_RF_225m_vg94",880642.125,7,790.784274502623
"403","SMP4_Regent_Parrot_Polytelis_anthopeplus_monarchoides_Spp10278_RF_225m_vg94",331669.6875,7,849.619846084933
"404","SMP4_Restless_Flycatcher_Myiagra_inquieta_Spp10369_RF_225m_vg94",13163780.8125,2,719.440666943086
"405","SMP4_River_Blackfish_Gadopsis_marmoratus_Spp4949_RF_225m_vg94",7480977.75,8,702.248836413235
"406","SMP4_River_Blackfish_upper_Wannon_River_form_Gadopsis_marmoratus_upper_Wannon_Spp4950_RF_225m_vg94",1053,0,1897.86330530109
"407","SMP4_Rose_Robin_Petroica_rosea_Spp10384_RF_225m_vg94",4169895.1875,26,734.564166268233
"408","SMP4_Rosenbergs_Goanna_Varanus_rosenbergi_Spp12287_RF_225m_vg94",407121.1875,4,677.12157227578
"409","SMP4_Royal_Spoonbill_Platalea_regia_Spp10181_RF_225m_vg94",452329.3125,14,982.645615908035
"410","SMP4_Ruddy_Turnstone_Arenaria_interpres_Spp10129_RF_225m_vg94",38880,1,1033.23672364486
"411","SMP4_Ruff_Philomachus_pugnax_Spp10934_RF_225m_vg94",9304156.125,13,580.216106093319
"412","SMP4_Rufous_Bristlebird_Dasyornis_broadbenti_Spp10521_RF_225m_vg94",106479.5625,1,1965.86378686129
"413","SMP4_Rufous_Fantail_Rhipidura_rufifrons_Spp10362_RF_225m_vg94",4339271.25,22,729.972038082879
"414","SMP4_Rufous_Fieldwren_Calamanthus_campestris_Spp10502_RF_225m_vg94",116751.375,9,766.549932186063
"415","SMP4_Rufous_Songlark_Cincloramphus_mathewsi_Spp10509_RF_225m_vg94",13704273.5625,4,672.413595077598
"416","SMP4_Rufous_Whistler_Pachycephala_rufiventris_Spp10401_RF_225m_vg94",13578379.3125,5,724.581549434933
"417","SMP4_Rugose_Toadlet_Uperoleia_rugosa_Spp13151_RF_225m_vg94",796797,1,588.373010826312
"418","SMP4_Sacred_Kingfisher_Todiramphus_sanctus_Spp10326_RF_225m_vg94",6761586.375,8,658.816458256493
"419","SMP4_Saltbush_Striped_Skink_Ctenotus_olympicus_Spp19008_RF_225m_vg94",162435.375,5,618.397671885114
"420","SMP4_Samphire_Skink_Morethia_adelaidensis_Spp12525_RF_225m_vg94",172195.875,6,913.145225194564
"421","SMP4_Sand_Goanna_Varanus_gouldii_Spp12271_RF_225m_vg94",981598.5,14,819.25216432517
"422","SMP4_Sanderling_Calidris_alba_Spp10166_RF_225m_vg94",18184.5,1,780.250644190666
"423","SMP4_Satin_Bowerbird_Ptilonorhynchus_violaceus_Spp10679_RF_225m_vg94",4621277.8125,11,764.736672808367
"424","SMP4_Satin_Flycatcher_Myiagra_cyanoleuca_Spp10366_RF_225m_vg94",6031629.5625,21,755.109990408055
"425","SMP4_Scaly-breasted_Lorikeet_Trichoglossus_chlorolepidotus_Spp10256_RF_225m_vg94",49258.125,2,802.646734640417
"426","SMP4_Scarlet_Honeyeater_Myzomela_sanguinolenta_Spp10586_RF_225m_vg94",2543830.3125,11,687.88218563457
"427","SMP4_Scarlet_Robin_Petroica_boodang_Spp10380_RF_225m_vg94",10424320.3125,10,758.292182494805
"428","SMP4_Scarlet-chested_Parrot_Neophema_splendida_Spp10303_RF_225m_vg94",166576.5,3,763.636260734809
"429","SMP4_Sharp-tailed_Sandpiper_Calidris_acuminata_Spp10163_RF_225m_vg94",2091101.0625,17,801.847130783863
"430","SMP4_Shining_Bronze-Cuckoo_Chrysococcyx_lucidus_Spp10344_RF_225m_vg94",9101195.4375,14,735.658701531486
"431","SMP4_Short-beaked_Echidna_Tachyglossus_aculeatus_Spp11003_RF_225m_vg94",11286231.1875,12,753.700702581207
"432","SMP4_Shy_Heathwren_Calamanthus_cautus_Spp10499_RF_225m_vg94",788357.8125,7,882.141487475865
"433","SMP4_Silky_Mouse_Pseudomys_apodemoides_Spp11457_RF_225m_vg94",580896.5625,3,781.222308165552
"434","SMP4_Silver_Gull_Chroicocephalus_novaehollandiae_Spp10125_RF_225m_vg94",2225571.1875,12,768.504631666041
"435","SMP4_Silver_Perch_Bidyanus_bidyanus_Spp528544_RF_225m_vg94",847604.25,12,987.231382900319
"436","SMP4_Silvereye_Zosterops_lateralis_Spp10574_RF_225m_vg94",10595012.625,14,737.873079317413
"437","SMP4_Singing_Honeyeater_Lichenostomus_virescens_Spp10608_RF_225m_vg94",3056874.1875,17,712.036368898219
"438","SMP4_Slender-billed_Thornbill_Acanthiza_iredalei_hedleyi_Spp10482_RF_225m_vg94",769054.5,4,715.948049785736
"439","SMP4_Sloanes_Froglet_Crinia_sloanei_Spp13135_RF_225m_vg94",1656222.1875,1,588.842129454033
"440","SMP4_Smoky_Mouse_Pseudomys_fumeus_Spp11458_RF_225m_vg94",1131990.1875,10,736.339361369155
"441","SMP4_Smooth_Toadlet_Uperoleia_laevigata_Spp13158_RF_225m_vg94",2363747.0625,3,544.030589815162
"442","SMP4_Sooty_Owl_Tyto_tenebricosa_tenebricosa_Spp10253_RF_225m_vg94",671864.625,7,745.723501107365
"443","SMP4_Sooty_Oystercatcher_Haematopus_fuliginosus_Spp10131_RF_225m_vg94",49592.25,1,645.499630353443
"444","SMP4_South-eastern_Long-eared_Bat_Nyctophilus_corbeni_Spp61332_RF_225m_vg94",1355185.6875,7,745.335217959508
"445","SMP4_Southern_Boobook_Ninox_novaeseelandiae_Spp10242_RF_225m_vg94",12425810.0625,10,737.692240090599
"446","SMP4_Southern_Brown_Bandicoot_Isoodon_obesulus_obesulus_Spp61092_RF_225m_vg94",730488.375,14,715.034300431532
"447","SMP4_Southern_Brown_Tree_Frog_Litoria_ewingii_Spp13182_RF_225m_vg94",4579324.875,13,698.233929043759
"448","SMP4_Southern_Bullfrog_ssp-_unknown_Limnodynastes_dumerilii_Spp13058_RF_225m_vg94",10793422.125,7,718.496719386187
"449","SMP4_Southern_Emu-wren_Stipiturus_malachurus_Spp10526_RF_225m_vg94",937539.5625,7,770.257387839628
"450","SMP4_Southern_Forest_Bat_Vespadelus_regulus_Spp11378_RF_225m_vg94",7942763.8125,15,781.659933833875
"451","SMP4_Southern_Freetail_Bat_Mormopterus_sp-_4_Spp11808_RF_225m_vg94",8011877.0625,6,688.84185651401
"452","SMP4_Southern_Grass_Skink_Pseudemoia_entrecasteauxii_Spp12994_RF_225m_vg94",1784541.375,15,692.747140916345
"453","SMP4_Southern_Legless_Lizard_Delma_australis_Spp12154_RF_225m_vg94",1740269.8125,2,696.571086058606
"454","SMP4_Southern_Myotis_Myotis_macropus_Spp11357_RF_225m_vg94",9506215.6875,9,611.558442701982
"455","SMP4_Southern_Rainbow_Skink_Carlia_tetradactyla_Spp12318_RF_225m_vg94",1673298,1,654.005203376335
"456","SMP4_Southern_Scrub-robin_Drymodes_brunneopygia_Spp10441_RF_225m_vg94",840435.75,5,1025.00904766246
"457","SMP4_Southern_Smooth_Froglet_Geocrinia_laevis_Spp13029_RF_225m_vg94",441009.5625,4,950.006443569157
"458","SMP4_Southern_Spiny-tailed_Gecko_Strophurus_intermedius_Spp12059_RF_225m_vg94",898239.375,2,762.53121311519
"459","SMP4_Southern_Toadlet_Pseudophryne_semimarmorata_Spp13125_RF_225m_vg94",372817.6875,18,750.460134910461
"460","SMP4_Southern_Water_Skink_Eulamprus_tympanum_tympanum_Spp62956_RF_225m_vg94",4710980.25,20,760.770389585399
"461","SMP4_Southern_Whiteface_Aphelocephala_leucopsis_Spp10466_RF_225m_vg94",8657953.3125,6,633.79322894283
"462","SMP4_Spangled_Drongo_Dicrurus_bracteatus_Spp10673_RF_225m_vg94",254253.9375,6,665.014673518226
"463","SMP4_Speckled_Warbler_Chthonicola_sagittatus_Spp10504_RF_225m_vg94",59783.0625,11,752.492687333268
"464","SMP4_Spencers_Skink_Pseudemoia_spenceri_Spp12541_RF_225m_vg94",3482974.6875,11,710.729196891267
"465","SMP4_Spiny-cheeked_Honeyeater_Acanthagenys_rufogularis_Spp10640_RF_225m_vg94",4673851.875,14,701.41293442419
"466","SMP4_Splendid_Fairy-wren_Malurus_splendens_Spp10532_RF_225m_vg94",849436.875,2,767.385538198102
"467","SMP4_Spot-tailed_Quoll_Dasyurus_maculatus_maculatus_Spp11008_RF_225m_vg94",3324867.75,6,680.623006503638
"468","SMP4_Spotless_Crake_Porzana_tabuensis_Spp10051_RF_225m_vg94",134080.3125,8,1067.24534551264
"469","SMP4_Spotted_Burrowing_Skink_Lerista_punctatovittata_Spp12499_RF_225m_vg94",1075067.4375,3,783.4691095917
"470","SMP4_Spotted_Harrier_Circus_assimilis_Spp10218_RF_225m_vg94",117176.625,24,850.089812287256
"471","SMP4_Spotted_Marsh_Frog_race_unknown_Limnodynastes_tasmaniensis_Spp13063_RF_225m_vg94",10381542.1875,8,778.713252401205
"472","SMP4_Spotted_Nightjar_Eurostopodus_argus_Spp10331_RF_225m_vg94",5476227.75,5,648.819237798165
"473","SMP4_Spotted_Pardalote_Pardalotus_punctatus_punctatus_Spp10565_RF_225m_vg94",11650969.125,7,743.855120354973
"474","SMP4_Spotted_Quail-thrush_Cinclosoma_punctatum_Spp10436_RF_225m_vg94",1125322.875,29,653.764053672377
"475","SMP4_Spotted_Tree_Frog_Litoria_spenceri_Spp13195_RF_225m_vg94",57742.875,9,604.363445798312
"476","SMP4_Square-tailed_Kite_Lophoictinia_isura_Spp10230_RF_225m_vg94",1715367.375,22,777.095532810932
"477","SMP4_Squirrel_Glider_Petaurus_norfolcensis_Spp11137_RF_225m_vg94",880080.1875,3,719.175310629465
"478","SMP4_Straw-necked_Ibis_Threskiornis_spinicollis_Spp10180_RF_225m_vg94",10341842.0625,10,764.497487348576
"479","SMP4_Striated_Fieldwren_Calamanthus_fuliginosus_Spp10500_RF_225m_vg94",5291983.125,4,669.418146678163
"480","SMP4_Striated_Grasswren_Amytornis_striatus_striatus_Spp10513_RF_225m_vg94",422425.125,2,840.314703856153
"481","SMP4_Striated_Heron_Butorides_striatus_Spp10193_RF_225m_vg94",946.6875,0,592.360749124367
"482","SMP4_Striated_Pardalote_Pardalotus_striatus_Spp10976_RF_225m_vg94",14684004,4,732.464908963793
"483","SMP4_Striated_Thornbill_Acanthiza_lineata_Spp10470_RF_225m_vg94",6813806.0625,16,753.461290305057
"484","SMP4_Striped_Gudgeon_Gobiomorphus_australis_Spp5050_RF_225m_vg94",42919.875,1,791.850949467821
"485","SMP4_Striped_Honeyeater_Plectorhyncha_lanceolata_Spp10585_RF_225m_vg94",2711464.875,5,684.00472745067
"486","SMP4_Striped_Legless_Lizard_Delma_impar_Spp12159_RF_225m_vg94",417160.125,6,603.436077010788
"487","SMP4_Striped_Marsh_Frog_Limnodynastes_peronii_Spp13061_RF_225m_vg94",9394233.1875,7,725.954152932433
"488","SMP4_Striped_Worm-Lizard_Aprasia_striolata_Spp12150_RF_225m_vg94",163164.375,5,874.981721035851
"489","SMP4_Stubble_Quail_Coturnix_pectoralis_Spp10009_RF_225m_vg94",12666785.0625,9,630.472426463793
"490","SMP4_Stumpy-tailed_Lizard_Tiliqua_rugosa_Spp12583_RF_225m_vg94",4826977.3125,6,727.276079214997
"491","SMP4_Sugar_Glider_Petaurus_breviceps_Spp11138_RF_225m_vg94",2443187.8125,33,753.364447761212
"492","SMP4_Sulphur-crested_Cockatoo_Cacatua_galerita_Spp10269_RF_225m_vg94",11961933.1875,9,677.162750765412
"493","SMP4_Superb_Fairy-wren_Malurus_cyaneus_Spp10529_RF_225m_vg94",12593059.875,9,719.673631062905
"494","SMP4_Superb_Lyrebird_Menura_novaehollandiae_Spp10350_RF_225m_vg94",3782031.75,7,801.410211244602
"495","SMP4_Superb_Parrot_Polytelis_swainsonii_Spp10277_RF_225m_vg94",402291.5625,1,782.655731823502
"496","SMP4_Swamp_Antechinus_Antechinus_minimus_maritimus_Spp11034_RF_225m_vg94",135087.75,5,872.433495033477
"497","SMP4_Swamp_Harrier_Circus_approximans_Spp10219_RF_225m_vg94",8090725.5,12,727.026879212733
"498","SMP4_Swamp_Rat_Rattus_lutreolus_Spp11398_RF_225m_vg94",1035605.25,14,752.342424584771
"499","SMP4_Swamp_Skink_Lissolepis_coventryi_Spp12407_RF_225m_vg94",325857.9375,9,717.970046214407
"500","SMP4_Swift_Parrot_Lathamus_discolor_Spp10309_RF_225m_vg94",100602,8,863.785026392269
"501","SMP4_Tawny_Frogmouth_Podargus_strigoides_Spp10313_RF_225m_vg94",14808911.0625,5,743.90557319238
"502","SMP4_Tawny-crowned_Honeyeater_Phylidonyris_melanops_Spp10593_RF_225m_vg94",1955972.8125,18,798.774821763717
"503","SMP4_Terek_Sandpiper_Xenus_cinereus_Spp10160_RF_225m_vg94",329907.9375,4,1216.31234589106
"504","SMP4_Tessellated_Gecko_Diplodactylus_tessellatus_Spp12076_RF_225m_vg94",996558.1875,11,815.072074762069
"505","SMP4_Thick-tailed_Barking_Gecko_Underwoodisaurus_milii_Spp12138_RF_225m_vg94",2084529.9375,8,697.601912842558
"506","SMP4_Three-toed_Skink_Hemiergis_decresiensis_Spp12441_RF_225m_vg94",1228359.9375,13,691.941775193874
"507","SMP4_Tiger_Snake_Notechis_scutatus_Spp12681_RF_225m_vg94",10208343.9375,7,669.452135375309
"508","SMP4_Tree_Dragon_Amphibolurus_muricatus_Spp12194_RF_225m_vg94",4052247.75,17,727.372752550778
"509","SMP4_Tree_Dtella_Gehyra_variegata_Spp12092_RF_225m_vg94",1119521.25,3,816.537045357005
"510","SMP4_Tree_Martin_Petrochelidon_nigricans_Spp10359_RF_225m_vg94",16128537.75,5,628.337005335584
"511","SMP4_Tree_Skink_Egernia_striolata_Spp12429_RF_225m_vg94",878024.8125,9,868.980981677376
"512","SMP4_Trout_Cod_Maccullochella_macquariensis_Spp4868_RF_225m_vg94",474037.3125,8,663.853742318794
"513","SMP4_Tupong_Pseudaphritis_urvillii_Spp4985_RF_225m_vg94",1541303.4375,10,627.417263185001
"514","SMP4_Turquoise_Parrot_Neophema_pulchella_Spp10302_RF_225m_vg94",221064.1875,9,644.393275223661
"515","SMP4_Tussock_Skink_Pseudemoia_pagenstecheri_Spp12993_RF_225m_vg94",2221951.5,7,816.767108619985
"516","SMP4_Tylers_Toadlet_Uperoleia_tyleri_Spp13931_RF_225m_vg94",304028.4375,1,825.790168116842
"517","SMP4_Unspecked_Hardyhead_Craterocephalus_stercusmuscarum_fulvus_Spp4786_RF_225m_vg94",83678.0625,3,1131.43082281046
"518","SMP4_Varied_Sittella_Daphoenositta_chrysoptera_Spp10549_RF_225m_vg94",10634252.0625,6,695.874911360277
"519","SMP4_Variegated_Fairy-wren_Malurus_lamberti_Spp10536_RF_225m_vg94",4561687.125,5,653.845923918939
"520","SMP4_Variegated_Pygmy_Perch_Nannoperca_variegata_Spp4885_RF_225m_vg94",150887.8125,1,661.597933704829
"521","SMP4_Verreauxs_Tree_Frog_Litoria_verreauxii_verreauxii_Spp63906_RF_225m_vg94",4667250.375,9,740.51775142742
"522","SMP4_Victorian_Smooth_Froglet_Geocrinia_victoriana_Spp13033_RF_225m_vg94",3500096.0625,15,708.017486255849
"523","SMP4_Water_Rat_Hydromys_chrysogaster_Spp11415_RF_225m_vg94",19548291.9375,1,483.3674408347
"524","SMP4_Weasel_Skink_Saproscincus_mustelinus_Spp12452_RF_225m_vg94",3744452.8125,10,716.742531663293
"525","SMP4_Wedge-tailed_Eagle_Aquila_audax_Spp10224_RF_225m_vg94",17998255.6875,5,609.292900052787
"526","SMP4_Weebill_Smicrornis_brevirostris_Spp10465_RF_225m_vg94",8769186.5625,6,702.707750412857
"527","SMP4_Welcome_Swallow_Hirundo_neoxena_Spp10357_RF_225m_vg94",13259173.5,8,647.547850943316
"528","SMP4_West_Australian_Dark-spined_Blind_Snake_Ramphotyphlops_bicolor_Spp12586_RF_225m_vg94",841671,5,754.411560491437
"529","SMP4_Western_Blue-tongued_Lizard_Tiliqua_occipitalis_Spp12579_RF_225m_vg94",2991178.125,3,1061.61084803655
"530","SMP4_Western_Gerygone_Gerygone_fusca_Spp10463_RF_225m_vg94",7282127.8125,6,762.807559010788
"531","SMP4_Western_Grey_Kangaroo_Macropus_fuliginosus_Spp11263_RF_225m_vg94",3646827.5625,6,726.038412498619
"532","SMP4_Western_Pygmy-possum_Cercartetus_concinnus_minor_Spp11151_RF_225m_vg94",820327.5,7,1044.09875513821
"533","SMP4_Whimbrel_Numenius_phaeopus_Spp10150_RF_225m_vg94",72525.375,1,628.534943440271
"534","SMP4_Whiskered_Tern_Chlidonias_hybridus_javanicus_Spp10110_RF_225m_vg94",21683998.6875,3,502.658184208813
"535","SMP4_Whistling_Kite_Haliastur_sphenurus_Spp10228_RF_225m_vg94",11307306.375,9,716.940846342592
"536","SMP4_White-backed_Swallow_Cheramoeca_leucosternus_Spp10358_RF_225m_vg94",11797614.5625,2,622.378976128289
"537","SMP4_White-bellied_Cuckoo-shrike_Coracina_papuensis_Spp10425_RF_225m_vg94",6921282.9375,5,730.644161320871
"538","SMP4_White-bellied_Sea-Eagle_Haliaeetus_leucogaster_Spp10226_RF_225m_vg94",69042.375,8,1043.04450010887
"539","SMP4_White-breasted_Woodswallow_Artamus_leucorynchus_Spp10543_RF_225m_vg94",4102346.25,13,781.822265667243
"540","SMP4_White-browed_Babbler_Pomatostomus_superciliosus_Spp10445_RF_225m_vg94",6223781.8125,6,699.669107636594
"541","SMP4_White-browed_Scrubwren_Sericornis_frontalis_Spp10488_RF_225m_vg94",7263634.5,11,775.193359243118
"542","SMP4_White-browed_Treecreeper_Climacteris_affinis_Spp10561_RF_225m_vg94",301036.5,5,899.009892317331
"543","SMP4_White-browed_Woodswallow_Artamus_superciliosus_Spp10545_RF_225m_vg94",11302036.3125,8,656.80757133494
"544","SMP4_White-eared_Honeyeater_Lichenostomus_leucotis_Spp10617_RF_225m_vg94",8633217.9375,13,775.864203915541
"545","SMP4_White-faced_Heron_Egretta_novaehollandiae_Spp10188_RF_225m_vg94",10457034.1875,11,712.882161875084
"546","SMP4_White-footed_Dunnart_Sminthopsis_leucopus_Spp11069_RF_225m_vg94",1369664.4375,7,779.39000647618
"547","SMP4_White-fronted_Chat_Epthianura_albifrons_Spp10448_RF_225m_vg94",14046291,3,628.494663255254
"548","SMP4_White-fronted_Honeyeater_Phylidonyris_albifrons_Spp10594_RF_225m_vg94",2185096.5,8,731.877444534539
"549","SMP4_White-fronted_Tern_Sterna_striata_Spp10114_RF_225m_vg94",2183476.5,19,743.278709408825
"550","SMP4_White-headed_Pigeon_Columba_leucomela_Spp10028_RF_225m_vg94",112428,2,722.44563329725
"551","SMP4_White-lipped_Snake_Drysdalia_coronoides_Spp12665_RF_225m_vg94",6381853.3125,7,699.494570670908
"552","SMP4_White-naped_Honeyeater_Melithreptus_lunatus_Spp10578_RF_225m_vg94",8163802.6875,12,759.031220617792
"553","SMP4_White-necked_Heron_Ardea_pacifica_Spp10189_RF_225m_vg94",11809977.1875,9,777.29750020657
"554","SMP4_White-plumed_Honeyeater_Lichenostomus_penicillatus_Spp10625_RF_225m_vg94",11145124.125,8,718.800110722864
"555","SMP4_White-striped_Freetail_Bat_Tadarida_australis_Spp11324_RF_225m_vg94",12550231.125,6,732.137791279527
"556","SMP4_White-throated_Gerygone_Gerygone_olivacea_Spp10453_RF_225m_vg94",3512934.5625,14,760.951333331492
"557","SMP4_White-throated_Needletail_Hirundapus_caudacutus_Spp10334_RF_225m_vg94",3889782,23,700.00268008202
"558","SMP4_White-throated_Nightjar_Eurostopodus_mystacalis_Spp10330_RF_225m_vg94",2336941.125,27,758.135434928847
"559","SMP4_White-throated_Treecreeper_Cormobates_leucophaeus_Spp10558_RF_225m_vg94",5045014.125,10,733.511642235574
"560","SMP4_White-winged_Black_Tern_Chlidonias_leucopterus_Spp10109_RF_225m_vg94",3421176.75,17,664.148229433198
"561","SMP4_White-winged_Chough_Corcorax_melanorhamphos_Spp10693_RF_225m_vg94",11510008.875,5,703.987996233535
"562","SMP4_White-winged_Fairy-wren_Malurus_leucopterus_Spp10535_RF_225m_vg94",801221.625,10,903.418214184563
"563","SMP4_White-winged_Triller_Lalage_sueurii_Spp10430_RF_225m_vg94",14156420.625,5,653.818002800231
"564","SMP4_Whites_Skink_Liopholis_whitii_GROUP_Spp62430_RF_225m_vg94",7744561.875,13,670.475238735162
"565","SMP4_Willie_Wagtail_Rhipidura_leucophrys_Spp10364_RF_225m_vg94",13228854.1875,8,673.395942594273
"566","SMP4_Wonga_Pigeon_Leucosarcia_melanoleuca_Spp10044_RF_225m_vg94",3862550.8125,6,740.456215936371
"567","SMP4_Wood_Gecko_Diplodactylus_vittatus_Spp12077_RF_225m_vg94",951532.3125,22,734.080570832834
"568","SMP4_Woodland_Blind_Snake_Ramphotyphlops_proximus_Spp12603_RF_225m_vg94",3324300.75,2,722.847033511984
"569","SMP4_Yarra_Pygmy_Perch_Nannoperca_obscura_Spp4882_RF_225m_vg94",1106566.3125,7,632.580204295753
"570","SMP4_Yellow_Thornbill_Acanthiza_nana_Spp10471_RF_225m_vg94",9146428.875,7,730.782258772282
"571","SMP4_Yellow-bellied_Glider_Petaurus_australis_Spp11136_RF_225m_vg94",2762029.125,7,759.36343162481
"572","SMP4_Yellow-bellied_Sheathtail_Bat_Saccolaimus_flaviventris_Spp11321_RF_225m_vg94",5702749.3125,14,573.687879516638
"573","SMP4_Yellow-bellied_Water_Skink_Eulamprus_heatwolei_Spp12957_RF_225m_vg94",3331347.75,4,675.444781327879
"574","SMP4_Yellow-billed_Spoonbill_Platalea_flavipes_Spp10182_RF_225m_vg94",9006546.9375,10,732.602152923496
"575","SMP4_Yellow-faced_Honeyeater_Lichenostomus_chrysops_Spp10614_RF_225m_vg94",7362677.25,16,752.425186176949
"576","SMP4_Yellow-faced_Whip_Snake_Demansia_psammophis_Spp12655_RF_225m_vg94",1443683.25,1,1170.78074054833
"577","SMP4_Yellow-footed_Antechinus_Antechinus_flavipes_Spp11027_RF_225m_vg94",1295255.8125,10,673.957846462216
"578","SMP4_Yellow-plumed_Honeyeater_Lichenostomus_ornatus_Spp10622_RF_225m_vg94",2255844.9375,12,760.389951252056
"579","SMP4_Yellow-rumped_Thornbill_Acanthiza_chrysorrhoa_Spp10486_RF_225m_vg94",15330581.4375,4,646.591661873533
"580","SMP4_Yellow-tailed_Black-Cockatoo_Calyptorhynchus_funereus_Spp10267_RF_225m_vg94",908951.625,18,800.646403854728
"581","SMP4_Yellow-throated_Miner_Manorina_flavigula_Spp10635_RF_225m_vg94",3291521.0625,3,714.238820972401
"582","SMP4_Yellow-tufted_Honeyeater_Lichenostomus_melanops_Spp10619_RF_225m_vg94",2691508.5,13,758.937970746786
"583","SMP4_Zebra_Finch_Taeniopygia_guttata_Spp10653_RF_225m_vg94",7126283.8125,5,697.746863154909
