"","TAXON_ID","Sci_Name","COMMON_NAME","TaxaGroup","TAXON_TYPE","Extinction_Risk","FFG_Status","Sci_Name_Alt"
"377",10605,"Meliphaga lewinii","Lewin's Honeyeater","Birds","Passerine birds","NotListed","NotListed","Meliphaga lewinii"
"378",12650,"Rhinoplocephalus nigrescens","Eastern Small-eyed Snake","Reptiles","Reptiles","NotListed","NotListed","Cryptophis nigrescens"
"379",12126,"Christinus marmoratus","Marbled Gecko","Reptiles","Reptiles","NotListed","NotListed","Christinus marmoratus"
"380",10318,"Eurystomus orientalis","Dollarbird","Birds","Other Non-passerine birds","NotListed","NotListed","Eurystomus orientalis"
"381",11147,"Acrobates pygmaeus","Feathertail Glider","Mammals","Mammals","NotListed","NotListed","Acrobates pygmaeus"
"382",12326,"Cryptoblepharus pannosus","Carnaby's Wall Skink","Reptiles","Reptiles","NotListed","NotListed","Cryptoblepharus pannosus"
"383",10125,"Chroicocephalus novaehollandiae","Silver Gull","Birds","Waders","NotListed","NotListed","Larus novaehollandiae"
"384",10205,"Dendrocygna eytoni","Plumed Whistling-Duck","Birds","Other Non-passerine birds","NotListed","NotListed","Dendrocygna eytoni"
"385",10779,"Zoothera lunulata","Bassian Thrush","Birds","Passerine birds","NotListed","NotListed","Zoothera lunulata"
"386",10148,"Recurvirostra novaehollandiae","Red-necked Avocet","Birds","Waders","NotListed","NotListed","Recurvirostra novaehollandiae"
"387",10506,"Pycnoptilus floccosus","Pilotbird","Birds","Passerine birds","Australia","Vulnerable","Pycnoptilus floccosus"
"388",10525,"Cisticola exilis","Golden-headed Cisticola","Birds","Passerine birds","NotListed","NotListed","Cisticola exilis"
"389",10585,"Plectorhyncha lanceolata","Striped Honeyeater","Birds","Passerine birds","NotListed","NotListed","Plectorhyncha lanceolata"
"390",11415,"Hydromys chrysogaster","Water Rat","Mammals","Mammals","NotListed","NotListed","Hydromys chrysogaster"
"391",10192,"Nycticorax caledonicus hillii","Nankeen Night Heron","Birds","Other Non-passerine birds","NotListed","NotListed","Nycticorax caledonicus"
"392",11097,"Perameles nasuta","Long-nosed Bandicoot","Mammals","Mammals","NotListed","NotListed","Perameles nasuta"
"393",10297,"Northiella haematogaster","Blue Bonnet","Birds","Other Non-passerine birds","NotListed","NotListed","Northiella haematogaster"
"394",12138,"Underwoodisaurus milii","Thick-tailed Barking Gecko","Reptiles","Reptiles","NotListed","NotListed","Underwoodisaurus milii"
"395",10373,"Monarcha melanopsis","Black-faced Monarch","Birds","Passerine birds","NotListed","NotListed","Monarcha melanopsis"
"396",10198,"Cereopsis novaehollandiae","Cape Barren Goose","Birds","Other Non-passerine birds","NotListed","NotListed","Cereopsis novaehollandiae"
"397",12059,"Strophurus intermedius","Southern Spiny-tailed Gecko","Reptiles","Reptiles","NotListed","NotListed","Strophurus intermedius"
"398",10441,"Drymodes brunneopygia","Southern Scrub-robin","Birds","Passerine birds","NotListed","NotListed","Drymodes brunneopygia"
"399",10589,"Sugamel niger","Black Honeyeater","Birds","Passerine birds","NotListed","NotListed","Sugomel nigrum"
"400",62919,"Intellagama lesueurii howittii","Gippsland Water Dragon","Reptiles","Reptiles","NotListed","NotListed","Intellagama lesueurii"
"401",10168,"Gallinago hardwickii","Latham's Snipe","Birds","Other Non-passerine birds","NotListed","NotListed","Gallinago hardwickii"
"402",10217,"Biziura lobata","Musk Duck","Birds","Other Non-passerine birds","Victoria","Vulnerable","Biziura lobata"
"403",10046,"Gallirallus philippensis","Buff-banded Rail","Birds","Other Non-passerine birds","NotListed","NotListed","Hypotaenidia philippensis"
"404",10586,"Myzomela sanguinolenta","Scarlet Honeyeater","Birds","Passerine birds","NotListed","NotListed","Myzomela sanguinolenta"
"405",10178,"Plegadis falcinellus","Glossy Ibis","Birds","Other Non-passerine birds","NotListed","NotListed","Plegadis falcinellus"
"406",12170,"Lialis burtonis","Burton's Snake-Lizard","Reptiles","Reptiles","NotListed","NotListed","Lialis burtonis"
"407",13103,"Paracrinia haswelli","Haswell's Froglet","Amphibians","Amphibians","NotListed","NotListed","Paracrinia haswelli"
"408",12318,"Carlia tetradactyla","Southern Rainbow Skink","Reptiles","Reptiles","NotListed","NotListed","Carlia tetradactyla"
"409",10147,"Cladorhynchus leucocephalus","Banded Stilt","Birds","Waders","NotListed","NotListed","Cladorhynchus leucocephalus"
"410",11133,"Petauroides volans","Greater Glider","Mammals","Mammals","Australia","Endangered","Petauroides volans"
"411",12092,"Gehyra variegata","Tree Dtella","Reptiles","Reptiles","NotListed","NotListed","Gehyra variegata"
"412",10061,"Tachybaptus novaehollandiae","Australasian Grebe","Birds","Other Non-passerine birds","NotListed","NotListed","Tachybaptus novaehollandiae"
"413",11357,"Myotis macropus","Southern Myotis","Mammals","Bats","NotListed","NotListed","Myotis macropus"
"414",10319,"Alcedo azurea","Azure Kingfisher","Birds","Other Non-passerine birds","NotListed","NotListed","Ceyx azureus"
"415",11055,"Ningaui yvonneae","Mallee Ningaui","Mammals","Mammals","NotListed","NotListed","Ningaui yvonneae"
"416",10157,"Actitis hypoleucos","Common Sandpiper","Birds","Waders","Victoria","Vulnerable","Actitis hypoleucos"
"417",12655,"Demansia psammophis","Yellow-faced Whip Snake","Reptiles","Reptiles","NotListed","NotListed","Demansia psammophis"
"418",10173,"Stiltia isabella","Australian Pratincole","Birds","Other Non-passerine birds","NotListed","NotListed","Stiltia isabella"
"419",11480,"Notomys mitchelli","Mitchell's Hopping-mouse","Mammals","Mammals","NotListed","NotListed","Notomys mitchellii"
"420",10348,"Scythrops novaehollandiae","Channel-billed Cuckoo","Birds","Other Non-passerine birds","NotListed","NotListed","Scythrops novaehollandiae"
"421",12722,"Suta suta","Curl Snake","Reptiles","Reptiles","NotListed","NotListed","Suta suta"
"422",13125,"Pseudophryne semimarmorata","Southern Toadlet","Amphibians","Amphibians","Victoria","Endangered","Pseudophryne semimarmorata"
"423",12105,"Heteronotia binoei","Bynoe's Gecko","Reptiles","Reptiles","NotListed","NotListed","Heteronotia binoei"
"424",10934,"Philomachus pugnax","Ruff","Birds","Waders","NotListed","NotListed","Calidris pugnax"
"425",10114,"Sterna striata","White-fronted Tern","Birds","Waders","NotListed","NotListed","Sterna striata"
"426",10153,"Limosa lapponica","Bar-tailed Godwit","Birds","Waders","Australia","Vulnerable","Limosa lapponica"
"427",10513,"Amytornis striatus striatus","Striated Grasswren","Birds","Passerine birds","NotListed","NotListed","Amytornis striatus"
"428",10132,"Erythrogonys cinctus","Red-kneed Dotterel","Birds","Waders","NotListed","NotListed","Erythrogonys cinctus"
"429",10028,"Columba leucomela","White-headed Pigeon","Birds","Other Non-passerine birds","NotListed","NotListed","Columba leucomela"
"430",10115,"Thalasseus bergii","Crested Tern","Birds","Waders","NotListed","NotListed","Thalasseus bergii"
"431",10129,"Arenaria interpres","Ruddy Turnstone","Birds","Waders","Victoria","Endangered","Arenaria interpres"
"432",10347,"Eudynamys orientalis","Eastern Koel","Birds","Other Non-passerine birds","NotListed","NotListed","Eudynamys orientalis"
"433",10673,"Dicrurus bracteatus","Spangled Drongo","Birds","Passerine birds","NotListed","NotListed","Dicrurus bracteatus"
"434",10060,"Podiceps cristatus","Great Crested Grebe","Birds","Other Non-passerine birds","NotListed","NotListed","Podiceps cristatus"
"435",5135,"Emydura macquarii","Murray River Turtle","Reptiles","Reptiles","Victoria","Critically Endangered","Emydura macquarii"
"436",10029,"Macropygia amboinensis","Brown Cuckoo-Dove","Birds","Other Non-passerine birds","NotListed","NotListed","Macropygia amboinensis"
"437",10241,"Pandion cristatus","Osprey","Birds","Other Non-passerine birds","NotListed","NotListed","Pandion haliaetus"
"438",10193,"Butorides striatus","Striated Heron","Birds","Other Non-passerine birds","NotListed","NotListed","Butorides striata"
"439",528551,"Litoria dentata","Keferstein's Tree Frog","Amphibians","Amphibians","Victoria","Critically Endangered","Litoria dentata"
"440",10652,"Stagonopleura guttata","Diamond Firetail","Birds","Passerine birds","Victoria","Vulnerable","Stagonopleura guttata"
"441",10050,"Porzana pusilla palustris","Baillon's Crake","Birds","Other Non-passerine birds","NotListed","NotListed","Zapornia pusilla"
"442",10187,"Ardea alba modesta","Eastern Great Egret","Birds","Other Non-passerine birds","Victoria","Vulnerable","Ardea alba"
"443",13207,"Litoria raniformis","Growling Grass Frog","Amphibians","Amphibians","Victoria","Vulnerable","Litoria raniformis"
"444",10177,"Antigone rubicunda","Brolga","Birds","Other Non-passerine birds","Victoria","Endangered","Antigone rubicunda"
"445",10385,"Melanodryas cucullata","Hooded Robin","Birds","Passerine birds","Victoria","Vulnerable","Melanodryas cucullata"
"446",10045,"Lewinia pectoralis","Lewin's Rail","Birds","Other Non-passerine birds","Victoria","Vulnerable","Lewinia pectoralis"
"447",10216,"Oxyura australis","Blue-billed Duck","Birds","Other Non-passerine birds","Victoria","Vulnerable","Oxyura australis"
"448",10675,"Struthidea cinerea","Apostlebird","Birds","Passerine birds","Victoria","Vulnerable","Struthidea cinerea"
"449",10186,"Ardea intermedia plumifera","Intermediate Egret","Birds","Other Non-passerine birds","Victoria","Critically Endangered","Ardea intermedia"
"450",10031,"Geopelia cuneata","Diamond Dove","Birds","Other Non-passerine birds","Victoria","Vulnerable","Geopelia cuneata"
"451",10220,"Accipiter novaehollandiae","Grey Goshawk","Birds","Other Non-passerine birds","Victoria","Endangered","Accipiter novaehollandiae"
"452",12159,"Delma impar","Striped Legless Lizard","Reptiles","Reptiles","Victoria","Endangered","Delma impar"
"453",62969,"Morelia spilota metcalfei","Carpet Python","Reptiles","Reptiles","Victoria","Endangered","Morelia spilota"
"454",10270,"Lophocroa leadbeateri","Major Mitchell's Cockatoo","Birds","Other Non-passerine birds","Victoria","Critically Endangered","Cacatua leadbeateri"
"455",10248,"Ninox strenua","Powerful Owl","Birds","Other Non-passerine birds","Victoria","Vulnerable","Ninox strenua"
"456",10174,"Burhinus grallarius","Bush Stone-curlew","Birds","Other Non-passerine birds","Victoria","Critically Endangered","Burhinus grallarius"
"457",10598,"Grantiella picta","Painted Honeyeater","Birds","Passerine birds","Australia","Vulnerable","Grantiella picta"
"458",61092,"Isoodon obesulus obesulus","Southern Brown Bandicoot","Mammals","Mammals","Australia","Endangered","Isoodon obesulus"
"459",10214,"Stictonetta naevosa","Freckled Duck","Birds","Other Non-passerine birds","Victoria","Endangered","Stictonetta naevosa"
"460",10443,"Pomatostomus temporalis","Grey-crowned Babbler","Birds","Passerine birds","Victoria","Vulnerable","Pomatostomus temporalis"
"461",10007,"Leipoa ocellata","Malleefowl","Birds","Other Non-passerine birds","Victoria","Vulnerable","Leipoa ocellata"
"462",11017,"Phascogale tapoatafa","Brush-tailed Phascogale","Mammals","Mammals","Victoria","Vulnerable","Phascogale tapoatafa"
"463",10185,"Egretta garzetta nigripes","Little Egret","Birds","Other Non-passerine birds","Victoria","Endangered","Egretta garzetta"
"464",12734,"Vermicella annulata","Bandy Bandy","Reptiles","Reptiles","Victoria","Endangered","Vermicella annulata"
"465",10482,"Acanthiza iredalei hedleyi","Slender-billed Thornbill","Birds","Passerine birds","Victoria","Endangered","Acanthiza iredalei"
"466",61342,"Miniopterus orianae oceanensis","Common Bent-wing Bat (eastern ssp.)","Mammals","Bats","Victoria","Critically Endangered","Miniopterus schreibersii"
"467",10230,"Lophoictinia isura","Square-tailed Kite","Birds","Other Non-passerine birds","Victoria","Vulnerable","Lophoictinia isura"
"468",10111,"Gelochelidon nilotica macrotarsa","Gull-billed Tern","Birds","Waders","Victoria","Endangered","Gelochelidon nilotica"
"469",10199,"Anseranas semipalmata","Magpie Goose","Birds","Other Non-passerine birds","Victoria","Vulnerable","Anseranas semipalmata"
"470",10498,"Calamanthus pyrrhopygius","Chestnut-rumped Heathwren","Birds","Passerine birds","Victoria","Vulnerable","Calamanthus pyrrhopygius"
"471",11175,"Potorous tridactylus trisulcatus","Long-nosed Potoroo","Mammals","Mammals","Australia","Vulnerable","Potorous tridactylus"
"472",13060,"Limnodynastes interioris","Giant Bullfrog","Amphibians","Amphibians","Victoria","Endangered","Limnodynastes interioris"
"473",11069,"Sminthopsis leucopus","White-footed Dunnart","Mammals","Mammals","Victoria","Vulnerable","Sminthopsis leucopus"
"474",10419,"Oreoica gutturalis","Crested Bellbird","Birds","Passerine birds","Victoria","Endangered","Oreoica gutturalis"
"475",10504,"Pyrrholaemus sagittatus","Speckled Warbler","Birds","Passerine birds","Victoria","Endangered","Pyrrholaemus sagittatus"
"476",10561,"Climacteris affinis","White-browed Treecreeper","Birds","Passerine birds","Victoria","Endangered","Climacteris affinis"
"477",10197,"Botaurus poiciloptilus","Australasian Bittern","Birds","Other Non-passerine birds","Victoria","Critically Endangered","Botaurus poiciloptilus"
"478",10253,"Tyto tenebricosa","Sooty Owl","Birds","Other Non-passerine birds","Victoria","Endangered","Tyto tenebricosa"
"479",10246,"Ninox connivens","Barking Owl","Birds","Other Non-passerine birds","Victoria","Critically Endangered","Ninox connivens"
"480",13117,"Pseudophryne bibronii","Brown Toadlet","Amphibians","Amphibians","Victoria","Endangered","Pseudophryne bibronii"
"481",10226,"Haliaeetus leucogaster","White-bellied Sea-Eagle","Birds","Other Non-passerine birds","Victoria","Endangered","Haliaeetus leucogaster"
"482",61332,"Nyctophilus corbeni","South-eastern Long-eared Bat","Mammals","Bats","Victoria","Endangered","Nyctophilus corbeni"
"483",10278,"Polytelis anthopeplus monarchoides","Regent Parrot","Birds","Other Non-passerine birds","Victoria","Vulnerable","Polytelis anthopeplus"
"484",11179,"Potorous longipes","Long-footed Potoroo","Mammals","Mammals","Australia","Endangered","Potorous longipes"
"485",10170,"Rostratula australis","Australian Painted Snipe","Birds","Other Non-passerine birds","Victoria","Critically Endangered","Rostratula australis"
"486",12287,"Varanus rosenbergi","Rosenberg's Goanna","Reptiles","Reptiles","Victoria","Critically Endangered","Varanus rosenbergi"
"487",11008,"Dasyurus maculatus maculatus","Spot-tailed Quoll","Mammals","Mammals","Victoria","Endangered","Dasyurus maculatus"
"488",11303,"Rhinolophus megaphyllus megaphyllus","Eastern Horseshoe Bat","Mammals","Bats","Victoria","Endangered","Rhinolophus megaphyllus"
"489",10309,"Lathamus discolor","Swift Parrot","Birds","Other Non-passerine birds","Australia","Critically Endangered","Lathamus discolor"
"490",10264,"Calyptorhynchus banksii graptogyne","Red-tailed Black-Cockatoo","Birds","Other Non-passerine birds","Victoria","Endangered","Calyptorhynchus banksii"
"491",11458,"Pseudomys fumeus","Smoky Mouse","Mammals","Mammals","Victoria","Endangered","Pseudomys fumeus"
"492",11137,"Petaurus norfolcensis","Squirrel Glider","Mammals","Mammals","Victoria","Vulnerable","Petaurus norfolcensis"
"493",10277,"Polytelis swainsonii","Superb Parrot","Birds","Other Non-passerine birds","Victoria","Endangered","Polytelis swainsonii"
"494",12525,"Morethia adelaidensis","Samphire Skink","Reptiles","Reptiles","Victoria","Endangered","Morethia adelaidensis"
"495",10302,"Neophema pulchella","Turquoise Parrot","Birds","Other Non-passerine birds","Victoria","Vulnerable","Neophema pulchella"
"496",12666,"Drysdalia mastersii","Masters' Snake","Reptiles","Reptiles","Victoria","Critically Endangered","Drysdalia mastersii"
"497",61343,"Miniopterus orianae bassanii","Common Bent-wing Bat (southern ssp.)","Mammals","Bats","Victoria","Critically Endangered","Miniopterus schreibersii"
"498",10527,"Stipiturus mallee","Mallee Emu-wren","Birds","Passerine birds","Victoria","Endangered","Stipiturus mallee"
"499",12150,"Aprasia striolata","Striped Worm-Lizard","Reptiles","Reptiles","Victoria","Endangered","Aprasia striolata"
"500",61266,"Osphranter robustus robustus","Eastern Wallaroo","Mammals","Mammals","Victoria","Endangered","Macropus robustus"
"501",11468,"Pseudomys shortridgei","Heath Mouse","Mammals","Mammals","Australia","Endangered","Pseudomys shortridgei"
"502",11280,"Pteropus poliocephalus","Grey-headed Flying-fox","Mammals","Bats","Victoria","Vulnerable","Pteropus poliocephalus"
"503",10160,"Xenus cinereus","Terek Sandpiper","Birds","Waders","Victoria","Endangered","Xenus cinereus"
"504",10176,"Ardeotis australis","Australian Bustard","Birds","Other Non-passerine birds","Victoria","Critically Endangered","Ardeotis australis"
"505",11321,"Saccolaimus flaviventris","Yellow-bellied Sheathtail Bat","Mammals","Bats","Victoria","Vulnerable","Saccolaimus flaviventris"
"506",10250,"Tyto novaehollandiae","Masked Owl","Birds","Other Non-passerine birds","Victoria","Critically Endangered","Tyto novaehollandiae"
"507",13151,"Uperoleia rugosa","Rugose Toadlet","Amphibians","Amphibians","Victoria","Endangered","Uperoleia rugosa"
"508",10112,"Hydroprogne caspia","Caspian Tern","Birds","Waders","Victoria","Vulnerable","Hydroprogne caspia"
"509",12492,"Lerista timida","Dwarf Burrowing Skink","Reptiles","Reptiles","Victoria","Endangered","Lerista timida"
"510",12407,"Lissolepis coventryi","Swamp Skink","Reptiles","Reptiles","Victoria","Endangered","Lissolepis coventryi"
"511",12141,"Aprasia aurita","Mallee Worm-Lizard","Reptiles","Reptiles","Victoria","Endangered","Aprasia aurita"
"512",10967,"Manorina melanotis","Black-eared Miner","Birds","Passerine birds","Victoria","Critically Endangered","Manorina melanotis"
"513",12176,"Pygopus schraderi","Hooded Scaly-foot","Reptiles","Reptiles","Victoria","Critically Endangered","Pygopus schraderi"
"514",10402,"Pachycephala rufogularis","Red-lored Whistler","Birds","Passerine birds","Victoria","Vulnerable","Pachycephala rufogularis"
"515",11438,"Mastacomys fuscus mordicus","Broad-toothed Rat","Mammals","Mammals","Australia","Vulnerable","Mastacomys fuscus"
"516",10497,"Pyrrholaemus brunneus","Redthroat","Birds","Passerine birds","Victoria","Endangered","Pyrrholaemus brunneus"
"517",62958,"Eulamprus tympanum marnieae","Corangamite Water Skink","Reptiles","Reptiles","Victoria","Endangered","Eulamprus tympanum"
"518",10165,"Calidris tenuirostris","Great Knot","Birds","Waders","Australia","Critically Endangered","Calidris tenuirostris"
"519",10236,"Falco hypoleucos","Grey Falcon","Birds","Other Non-passerine birds","Australia","Vulnerable","Falco hypoleucos"
"520",10303,"Neophema splendida","Scarlet-chested Parrot","Birds","Other Non-passerine birds","Victoria","Endangered","Neophema splendida"
"521",10265,"Calyptorhynchus lathami","Glossy Black-Cockatoo","Birds","Other Non-passerine birds","Australia","Vulnerable","Calyptorhynchus lathami"
"522",10603,"Anthochaera phrygia","Regent Honeyeater","Birds","Passerine birds","Australia","Critically Endangered","Anthochaera phrygia"
"523",12137,"Rhynchoedura ornata","Beaked Gecko","Reptiles","Reptiles","Victoria","Endangered","Rhynchoedura ornata"
"524",11050,"Planigale gilesi","Gile's Planigale","Mammals","Mammals","Victoria","Vulnerable","Planigale gilesi"
"525",11034,"Antechinus minimus maritimus","Swamp Antechinus","Mammals","Mammals","Australia","Vulnerable","Antechinus minimus"
"526",10521,"Dasyornis broadbenti","Rufous Bristlebird","Birds","Passerine birds","NotListed","NotListed","Dasyornis broadbenti"
"527",10138,"Thinornis cucullatus","Hooded Plover","Birds","Waders","Australia","Vulnerable","Thinornis cucullatus"
"528",12669,"Furina diadema","Red-naped Snake","Reptiles","Reptiles","Victoria","Endangered","Furina diadema"
"529",10311,"Pezoporus wallicus","Ground Parrot","Birds","Other Non-passerine birds","Victoria","Endangered","Pezoporus wallicus"
"530",13936,"Litoria watsoni","Large Brown Tree Frog","Amphibians","Amphibians","Australia","Endangered","Litoria littlejohni"
"531",5133,"Chelodina expansa","Broad-shelled Turtle","Reptiles","Reptiles","Victoria","Endangered","Chelodina expansa"
"532",12992,"Pseudemoia cryodroma","Alpine Bog Skink","Reptiles","Reptiles","Australia","Endangered","Pseudemoia cryodroma"
"533",13042,"Heleioporus australiacus","Giant Burrowing Frog","Amphibians","Amphibians","Victoria","Critically Endangered","Heleioporus australiacus"
"534",63907,"Litoria verreauxii alpina","Alpine Tree Frog","Amphibians","Amphibians","Victoria","Critically Endangered","Litoria verreauxii"
"535",10012,"Synoicus chinensis","King Quail","Birds","Other Non-passerine birds","Victoria","Endangered","Synoicus chinensis"
"536",11141,"Gymnobelideus leadbeateri","Leadbeater's Possum","Mammals","Mammals","Australia","Critically Endangered","Gymnobelideus leadbeateri"
"537",10155,"Tringa brevipes","Grey-tailed Tattler","Birds","Waders","Victoria","Critically Endangered","Tringa brevipes"
"538",62921,"Tympanocryptis petersi","Lined Earless Dragon","Reptiles","Reptiles","Victoria","Endangered","Tympanocryptis petersi"
"539",12813,"Parasuta spectabilis","Port Lincoln Snake","Reptiles","Reptiles","Victoria","Endangered","Suta spectabilis"
"540",11455,"Pseudomys novaehollandiae","New Holland Mouse","Mammals","Mammals","Victoria","Endangered","Pseudomys novaehollandiae"
"541",12550,"Eulamprus kosciuskoi","Alpine Water Skink","Reptiles","Reptiles","Victoria","Endangered","Eulamprus kosciuskoi"
"542",13195,"Litoria spenceri","Spotted Tree Frog","Amphibians","Amphibians","Australia","Critically Endangered","Litoria spenceri"
"543",10117,"Sternula albifrons","Little Tern","Birds","Waders","Victoria","Critically Endangered","Sternula albifrons"
"544",10019,"Turnix pyrrhothorax","Red-chested Button-quail","Birds","Other Non-passerine birds","Victoria","Endangered","Turnix pyrrhothorax"
"545",10020,"Pedionomus torquatus","Plains-wanderer","Birds","Other Non-passerine birds","Australia","Critically Endangered","Pedionomus torquatus"
"546",11156,"Burramys parvus","Mountain Pygmy-possum","Mammals","Mammals","Australia","Endangered","Burramys parvus"
"547",10423,"Coracina maxima","Ground Cuckoo-shrike","Birds","Passerine birds","Victoria","Endangered","Coracina maxima"
"548",60618,"Lichenostomus melanops cassidix","Helmeted Honeyeater","Birds","Passerine birds","Australia","Critically Endangered","Lichenostomus melanops"
"549",62968,"Morelia spilota spilota","Diamond Python","Reptiles","Reptiles","Victoria","Critically Endangered","Morelia spilota"
"550",13930,"Uperoleia martini","Martin's Toadlet","Amphibians","Amphibians","Victoria","Critically Endangered","Uperoleia martini"
"551",12987,"Cyclodomorphus praealtus","Alpine She-oak Skink","Reptiles","Reptiles","Victoria","Critically Endangered","Cyclodomorphus praealtus"
"552",12144,"Aprasia parapulchella","Pink-tailed Worm-Lizard","Reptiles","Reptiles","Victoria","Endangered","Aprasia parapulchella"
"553",10519,"Dasyornis brachypterus","Eastern Bristlebird","Birds","Passerine birds","Victoria","Critically Endangered","Dasyornis brachypterus"
"554",12432,"Liopholis guthega","Guthega Skink","Reptiles","Reptiles","Victoria","Critically Endangered","Liopholis guthega"
"555",13168,"Litoria booroolongensis","Booroolong Tree Frog","Amphibians","Amphibians","Australia","Endangered","Litoria booroolongensis"
"556",10680,"Chlamydera maculata","Spotted Bowerbird","Birds","Passerine birds","Victoria","Extinct","Chlamydera maculata"
"557",11215,"Petrogale penicillata","Brush-tailed Rock-wallaby","Mammals","Mammals","Victoria","Critically Endangered","Petrogale penicillata"
"558",10305,"Neophema chrysogaster","Orange-bellied Parrot","Birds","Other Non-passerine birds","Victoria","Critically Endangered","Neophema chrysogaster"
"559",60196,"Dupetor flavicollis","Black Bittern","Birds","Other Non-passerine birds","Victoria","Endangered","Ixobrychus flavicollis"
"560",12667,"Echiopsis curta","Bardick","Reptiles","Reptiles","Victoria","Endangered","Echiopsis curta"
"561",13106,"Philoria frosti","Baw Baw Frog","Amphibians","Amphibians","Australia","Critically Endangered","Philoria frosti"
"562",12922,"Tympanocryptis pinguicolla","Grassland Earless Dragon","Reptiles","Reptiles","Australia","Critically Endangered","Tympanocryptis pinguicolla"
"563",63940,"Rankinia diemensis (Anglesea)","Mountain Dragon Angelsea form","Reptiles","Reptiles","NotListed","NotListed","Rankinia diemensis"
